ticket_id,customer_id,category,priority,channel,created_at,resolved_at,resolution_time_hours,status,satisfaction_score
TKT002855,3468-DRVQJ,Plan Modification,Medium,Web Portal,2026-04-29 18:16:00,2026-05-01 23:10:00,52.9,Resolved,4.0
TKT002856,8577-QSOCG,Billing Dispute,High,Web Portal,2026-07-07 08:52:00,,,In Progress,
TKT002857,0265-EDXBD,Plan Modification,Medium,Call Center,2026-05-14 09:36:00,2026-05-16 12:06:00,50.5,Resolved,3.0
TKT002858,1035-IPQPU,Broadband Outage,High,Mobile App,2026-04-05 21:50:00,,,In Progress,
TKT002859,8194-PEEBY,SIM Issue,Critical,Chatbot,2026-06-07 08:50:00,2026-06-08 08:38:00,23.8,Closed,5.0
TKT002860,8466-PZBLH,Billing Dispute,Critical,Chatbot,2026-06-18 23:21:00,2026-06-20 12:27:00,37.1,Closed,5.0
TKT002861,9948-YPTDG,Call Drops,Critical,Web Portal,2026-03-02 16:55:00,2026-03-04 08:43:00,39.8,Closed,2.0
TKT002862,4957-TIALW,Roaming Issue,Critical,Web Portal,2026-02-06 08:17:00,,,Escalated,
TKT002863,6786-OBWQR,Call Drops,High,Call Center,2026-04-04 17:04:00,,,In Progress,
TKT002864,9885-CSMWE,Plan Modification,Medium,Mobile App,2026-02-06 22:47:00,,,Escalated,
TKT002865,3990-QYKBE,Network Slowdown,High,Mobile App,2026-06-16 12:01:00,,,Escalated,
TKT002866,3097-NQYSN,Roaming Issue,Critical,Call Center,2026-04-01 16:19:00,2026-04-04 00:19:00,56.0,Closed,2.0
TKT002867,4451-RWASJ,Network Slowdown,Medium,Web Portal,2026-04-12 14:00:00,2026-04-13 23:48:00,33.8,Closed,4.0
TKT002868,3214-IYUUQ,Plan Modification,Low,Call Center,2026-07-22 15:29:00,2026-07-24 21:59:00,54.5,Resolved,5.0
TKT002869,8722-NGNBH,Plan Modification,Critical,Retail Store,2026-03-11 13:51:00,,,In Progress,
TKT002870,5442-XSDCW,SIM Issue,Critical,Retail Store,2026-05-15 07:48:00,2026-05-18 01:18:00,65.5,Closed,3.0
TKT002871,4760-XOHVN,Broadband Outage,Medium,Mobile App,2026-06-11 19:47:00,,,Escalated,
TKT002872,2968-SSGAA,SIM Issue,Medium,Web Portal,2026-04-21 20:10:00,,,Escalated,
TKT002873,5130-YPIRV,Broadband Outage,Medium,Retail Store,2026-05-05 15:24:00,,,In Progress,
TKT002874,8069-YQQAJ,Billing Dispute,Critical,Mobile App,2026-07-25 08:44:00,2026-07-25 10:56:00,2.2,Closed,4.0
TKT002875,9053-JZFKV,SIM Issue,Medium,Mobile App,2026-02-02 09:25:00,2026-02-03 21:19:00,35.9,Closed,1.0
TKT002876,9529-OFXHY,Roaming Issue,High,Mobile App,2026-03-28 19:08:00,,,In Progress,
TKT002877,0402-CQAJN,Plan Modification,Critical,Chatbot,2026-08-10 18:59:00,2026-08-11 13:05:00,18.1,Resolved,1.0
TKT002878,0516-WJVXC,Plan Modification,Critical,Call Center,2026-08-01 16:34:00,2026-08-03 06:52:00,38.3,Resolved,2.0
TKT002879,0667-NSRGI,Plan Modification,Critical,Web Portal,2026-01-22 17:20:00,2026-01-24 22:44:00,53.4,Resolved,3.0
TKT002880,0447-RXSGD,Plan Modification,High,Retail Store,2026-07-16 09:46:00,2026-07-16 13:40:00,3.9,Resolved,3.0
TKT002881,7083-YNSKY,Plan Modification,Low,Call Center,2026-02-11 23:58:00,2026-02-14 08:04:00,56.1,Closed,2.0
TKT002882,9317-WZPGV,SIM Issue,High,Call Center,2026-05-05 17:54:00,,,Escalated,
TKT002883,2608-BHKFN,Roaming Issue,Medium,Retail Store,2026-06-29 13:11:00,2026-06-29 23:23:00,10.2,Closed,3.0
TKT002884,4250-WAROZ,Network Slowdown,Medium,Mobile App,2026-02-01 22:44:00,2026-02-04 00:56:00,50.2,Resolved,4.0
TKT002885,3211-ILJTT,Broadband Outage,Low,Call Center,2026-05-22 20:59:00,2026-05-23 01:47:00,4.8,Closed,1.0
TKT002886,1862-SKORY,Roaming Issue,High,Call Center,2026-03-24 21:42:00,,,In Progress,
TKT002887,4685-TFLLS,SIM Issue,Low,Web Portal,2026-04-24 13:32:00,,,In Progress,
TKT002888,9048-JVYVF,Plan Modification,High,Chatbot,2026-05-05 17:15:00,,,Escalated,
TKT002889,0236-HFWSV,Broadband Outage,Medium,Retail Store,2026-04-02 17:19:00,2026-04-04 06:49:00,37.5,Resolved,3.0
TKT002890,5093-FEGLU,SIM Issue,Medium,Web Portal,2026-06-17 17:50:00,,,Escalated,
TKT002891,1436-ZMJAN,Roaming Issue,Low,Web Portal,2026-06-10 18:49:00,,,Escalated,
TKT002892,8208-EUMTE,Broadband Outage,Low,Mobile App,2026-01-05 07:36:00,2026-01-06 14:06:00,30.5,Resolved,5.0
TKT002893,1157-BQCUW,Call Drops,Critical,Web Portal,2026-02-04 12:03:00,2026-02-04 13:57:00,1.9,Closed,2.0
TKT002894,2485-ITVKB,Roaming Issue,Critical,Mobile App,2026-05-21 21:29:00,2026-05-22 21:35:00,24.1,Closed,3.0
TKT002895,5074-FBGHB,Call Drops,Low,Mobile App,2026-08-22 11:41:00,2026-08-23 04:47:00,17.1,Closed,5.0
TKT002896,6425-YQLLO,Roaming Issue,Low,Retail Store,2026-01-26 17:00:00,,,In Progress,
TKT002897,2346-CZYIL,Billing Dispute,Medium,Mobile App,2026-03-13 15:23:00,,,Escalated,
TKT002898,9495-SKLKD,Roaming Issue,Low,Retail Store,2026-02-03 10:48:00,2026-02-03 13:54:00,3.1,Closed,1.0
TKT002899,6961-VCPMC,Network Slowdown,Low,Chatbot,2026-01-28 10:02:00,2026-01-30 03:08:00,41.1,Resolved,3.0
TKT002900,4760-THGOT,Billing Dispute,Low,Web Portal,2026-07-14 21:33:00,2026-07-15 15:09:00,17.6,Resolved,4.0
TKT002901,8397-MVTAZ,Billing Dispute,High,Chatbot,2026-04-18 11:22:00,,,In Progress,
TKT002902,2484-DGXPZ,Plan Modification,Low,Mobile App,2026-01-24 07:38:00,2026-01-25 09:20:00,25.7,Closed,1.0
TKT002903,9350-VLHMB,Call Drops,Medium,Mobile App,2026-05-14 21:01:00,2026-05-17 08:37:00,59.6,Closed,5.0
TKT002904,1247-QBVSH,SIM Issue,High,Mobile App,2026-05-20 12:03:00,2026-05-20 23:21:00,11.3,Resolved,5.0
TKT002905,1448-PWKYE,Network Slowdown,Low,Chatbot,2026-07-25 11:31:00,,,Escalated,
TKT002906,4806-KEXQR,SIM Issue,High,Web Portal,2026-04-27 17:00:00,2026-04-28 01:54:00,8.9,Closed,2.0
TKT002907,9667-TKTVZ,Network Slowdown,Low,Retail Store,2026-07-20 13:27:00,,,Escalated,
TKT002908,6618-RYATB,Call Drops,Critical,Mobile App,2026-03-27 22:20:00,2026-03-30 12:14:00,61.9,Resolved,2.0
TKT002909,2929-QNSRW,SIM Issue,High,Web Portal,2026-01-21 23:12:00,2026-01-23 01:06:00,25.9,Resolved,1.0
TKT002910,6686-YPGHK,Roaming Issue,Medium,Mobile App,2026-02-01 16:40:00,2026-02-01 18:46:00,2.1,Closed,2.0
TKT002911,6595-YGXIT,Call Drops,Critical,Chatbot,2026-05-25 09:44:00,,,In Progress,
TKT002912,3269-ATYWD,Roaming Issue,High,Retail Store,2026-02-21 22:18:00,2026-02-23 16:00:00,41.7,Closed,1.0
TKT002913,3755-JBMNH,Plan Modification,Low,Call Center,2026-04-15 22:31:00,2026-04-17 00:25:00,25.9,Resolved,3.0
TKT002914,0754-EEBDC,Billing Dispute,Medium,Retail Store,2026-05-26 11:05:00,2026-05-29 07:17:00,68.2,Resolved,3.0
TKT002915,0701-TJSEF,SIM Issue,Medium,Web Portal,2026-07-10 22:55:00,2026-07-11 05:43:00,6.8,Closed,5.0
TKT002916,9194-GFVOI,Call Drops,High,Call Center,2026-06-24 11:16:00,,,Escalated,
TKT002917,4291-HPAXL,Network Slowdown,High,Call Center,2026-02-07 10:12:00,2026-02-10 04:24:00,66.2,Resolved,3.0
TKT002918,5980-BDHPY,Call Drops,High,Retail Store,2026-04-15 17:10:00,2026-04-18 15:16:00,70.1,Closed,4.0
TKT002919,3422-WJOYD,SIM Issue,Critical,Mobile App,2026-03-30 14:43:00,2026-04-01 18:49:00,52.1,Closed,3.0
TKT002920,2640-LYMOV,Billing Dispute,Medium,Web Portal,2026-07-12 13:06:00,2026-07-15 11:30:00,70.4,Closed,1.0
TKT002921,9907-SWKKF,Roaming Issue,Medium,Call Center,2026-08-09 19:24:00,,,Escalated,
TKT002922,7083-YNSKY,Roaming Issue,Critical,Chatbot,2026-07-03 18:19:00,2026-07-03 23:01:00,4.7,Closed,2.0
TKT002923,1771-OADNZ,Network Slowdown,Medium,Retail Store,2026-02-24 18:23:00,2026-02-27 07:59:00,61.6,Resolved,1.0
TKT002924,3331-HQDTW,SIM Issue,Medium,Web Portal,2026-05-27 22:20:00,2026-05-30 06:02:00,55.7,Closed,1.0
TKT002925,0236-HFWSV,Billing Dispute,Low,Chatbot,2026-07-27 21:14:00,2026-07-30 16:50:00,67.6,Closed,1.0
TKT002926,5448-VWNAM,SIM Issue,Low,Call Center,2026-01-14 18:35:00,,,In Progress,
TKT002927,2265-CYWIV,SIM Issue,Medium,Call Center,2026-02-15 08:34:00,2026-02-16 05:04:00,20.5,Closed,3.0
TKT002928,3402-XRIUO,SIM Issue,Low,Web Portal,2026-07-12 23:27:00,,,Escalated,
TKT002929,2662-NNTDK,Broadband Outage,High,Mobile App,2026-03-26 15:07:00,2026-03-26 17:13:00,2.1,Closed,5.0
TKT002930,1262-OPMFY,Call Drops,Low,Mobile App,2026-08-18 13:43:00,,,Escalated,
TKT002931,1195-OIYEJ,Call Drops,High,Web Portal,2026-07-27 08:50:00,2026-07-28 12:56:00,28.1,Resolved,1.0
TKT002932,3750-CKVKH,SIM Issue,Low,Web Portal,2026-02-10 12:00:00,,,In Progress,
TKT002933,9462-MJUAW,Network Slowdown,Critical,Mobile App,2026-05-12 07:40:00,2026-05-13 10:52:00,27.2,Closed,3.0
TKT002934,3571-RFHAR,Broadband Outage,Critical,Retail Store,2026-08-02 15:18:00,2026-08-04 23:12:00,55.9,Resolved,3.0
TKT002935,4955-VCWBI,SIM Issue,Medium,Mobile App,2026-01-18 09:34:00,2026-01-20 21:46:00,60.2,Closed,3.0
TKT002936,4958-XCBDQ,Plan Modification,Critical,Chatbot,2026-08-01 20:47:00,,,Escalated,
TKT002937,9540-JYROE,SIM Issue,Critical,Call Center,2026-07-26 12:56:00,,,Escalated,
TKT002938,2091-MJTFX,Call Drops,Low,Retail Store,2026-02-20 08:36:00,2026-02-22 21:30:00,60.9,Closed,2.0
TKT002939,7534-BFESC,SIM Issue,Critical,Chatbot,2026-01-27 22:06:00,2026-01-30 18:30:00,68.4,Closed,3.0
TKT002940,0362-ZBZWJ,Broadband Outage,Low,Call Center,2026-03-15 16:58:00,2026-03-18 08:04:00,63.1,Closed,3.0
TKT002941,9863-JZAIC,SIM Issue,Low,Chatbot,2026-06-24 19:41:00,,,Escalated,
TKT002942,5298-GSTLM,Billing Dispute,Low,Call Center,2026-02-12 17:19:00,,,Escalated,
TKT002943,1396-QWFBJ,Billing Dispute,High,Chatbot,2026-08-08 17:49:00,2026-08-10 01:13:00,31.4,Resolved,3.0
TKT002944,5981-ITEMU,Call Drops,High,Web Portal,2026-02-09 14:16:00,2026-02-09 20:40:00,6.4,Closed,1.0
TKT002945,3009-JWMPU,Roaming Issue,Medium,Chatbot,2026-02-25 14:04:00,,,Escalated,
TKT002946,0927-LCSMG,Broadband Outage,Critical,Retail Store,2026-07-12 22:30:00,2026-07-13 15:06:00,16.6,Closed,2.0
TKT002947,4952-YSOGZ,Call Drops,Medium,Web Portal,2026-06-04 12:44:00,2026-06-06 10:38:00,45.9,Resolved,1.0
TKT002948,2479-BRAMR,Roaming Issue,Low,Web Portal,2026-01-02 08:31:00,2026-01-04 08:49:00,48.3,Closed,3.0
TKT002949,2845-AFFTX,Roaming Issue,Critical,Call Center,2026-08-05 10:44:00,2026-08-06 00:56:00,14.2,Resolved,1.0
TKT002950,9359-JANWS,SIM Issue,Low,Retail Store,2026-05-09 08:37:00,2026-05-09 16:01:00,7.4,Closed,4.0
TKT002951,6806-YDEUL,Broadband Outage,Medium,Web Portal,2026-03-08 15:50:00,2026-03-09 10:20:00,18.5,Closed,2.0
TKT002952,0699-NDKJM,Plan Modification,Medium,Web Portal,2026-04-13 14:37:00,,,In Progress,
TKT002953,1051-GEJLJ,Roaming Issue,High,Mobile App,2026-03-26 18:06:00,,,Escalated,
TKT002954,2372-HWUHI,Broadband Outage,Medium,Call Center,2026-06-28 15:35:00,2026-06-30 11:05:00,43.5,Resolved,2.0
TKT002955,0080-EMYVY,Roaming Issue,High,Call Center,2026-06-23 10:17:00,,,In Progress,
TKT002956,2706-QZIHY,Billing Dispute,Low,Chatbot,2026-08-13 20:06:00,2026-08-15 14:12:00,42.1,Closed,3.0
TKT002957,7180-PISOG,SIM Issue,High,Web Portal,2026-01-08 12:15:00,2026-01-08 13:09:00,0.9,Resolved,1.0
TKT002958,7317-GGVPB,SIM Issue,High,Call Center,2026-03-23 08:43:00,,,Escalated,
TKT002959,8816-VXNZD,Network Slowdown,Critical,Web Portal,2026-06-05 10:05:00,2026-06-07 13:05:00,51.0,Closed,3.0
TKT002960,3138-BKYAV,Broadband Outage,Medium,Chatbot,2026-05-26 20:45:00,,,In Progress,
TKT002961,0691-NIKRI,Plan Modification,High,Retail Store,2026-02-12 16:34:00,2026-02-15 07:22:00,62.8,Closed,5.0
TKT002962,7649-SIJJF,Plan Modification,Medium,Chatbot,2026-02-27 10:49:00,,,Escalated,
TKT002963,5848-FHRFC,Roaming Issue,Critical,Retail Store,2026-01-08 11:33:00,,,In Progress,
TKT002964,2845-AFFTX,Call Drops,Critical,Chatbot,2026-06-17 08:15:00,2026-06-17 18:57:00,10.7,Closed,1.0
TKT002965,0621-TWIEM,Call Drops,Low,Retail Store,2026-02-06 09:34:00,2026-02-08 13:46:00,52.2,Closed,1.0
TKT002966,9786-IJYDL,Call Drops,Medium,Mobile App,2026-01-06 15:12:00,,,Escalated,
TKT002967,3811-VBYBZ,Roaming Issue,Low,Retail Store,2026-01-07 14:44:00,2026-01-08 19:08:00,28.4,Resolved,1.0
TKT002968,9692-TUSXH,Broadband Outage,Medium,Chatbot,2026-03-28 21:52:00,2026-03-31 12:58:00,63.1,Resolved,1.0
TKT002969,9993-LHIEB,Plan Modification,High,Mobile App,2026-01-15 13:54:00,2026-01-16 10:36:00,20.7,Closed,4.0
TKT002970,8631-NBHFZ,SIM Issue,Low,Web Portal,2026-07-28 17:48:00,2026-07-31 09:06:00,63.3,Resolved,3.0
TKT002971,8199-ZLLSA,Roaming Issue,Critical,Retail Store,2026-01-25 17:33:00,2026-01-26 06:39:00,13.1,Closed,1.0
TKT002972,7065-YUNRY,Plan Modification,Medium,Call Center,2026-08-22 23:11:00,2026-08-25 17:29:00,66.3,Closed,2.0
TKT002973,3398-FSHON,Call Drops,Low,Mobile App,2026-05-17 19:16:00,2026-05-19 14:46:00,43.5,Closed,1.0
TKT002974,2977-CEBSX,SIM Issue,Low,Mobile App,2026-08-16 14:30:00,2026-08-19 06:30:00,64.0,Closed,5.0
TKT002975,0328-GRPMV,Billing Dispute,Critical,Call Center,2026-07-07 22:40:00,,,In Progress,
TKT002976,5766-FTRTS,SIM Issue,Critical,Web Portal,2026-05-31 07:58:00,2026-05-31 18:46:00,10.8,Closed,4.0
TKT002977,2025-JKFWI,Plan Modification,Low,Web Portal,2026-06-28 11:02:00,2026-06-30 20:56:00,57.9,Closed,1.0
TKT002978,4236-XPXAV,Roaming Issue,Medium,Retail Store,2026-08-04 21:55:00,2026-08-05 09:43:00,11.8,Closed,2.0
TKT002979,4006-HKYHO,Network Slowdown,Low,Call Center,2026-05-11 08:28:00,2026-05-13 12:04:00,51.6,Closed,3.0
TKT002980,6680-WKXRZ,Billing Dispute,High,Web Portal,2026-02-17 16:47:00,2026-02-18 07:29:00,14.7,Closed,2.0
TKT002981,7599-FKVXZ,Roaming Issue,Critical,Chatbot,2026-06-27 14:58:00,,,Escalated,
TKT002982,9505-SQFSW,Roaming Issue,Medium,Web Portal,2026-03-12 12:00:00,,,Escalated,
TKT002983,5366-IJEQJ,Broadband Outage,Low,Mobile App,2026-05-03 21:46:00,2026-05-05 12:40:00,38.9,Resolved,2.0
TKT002984,6305-YLBMM,Billing Dispute,Critical,Retail Store,2026-07-31 23:04:00,2026-08-03 22:52:00,71.8,Resolved,3.0
TKT002985,3012-VFFMN,Broadband Outage,High,Chatbot,2026-03-19 08:28:00,,,In Progress,
TKT002986,4430-YHXGG,Billing Dispute,Medium,Chatbot,2026-06-15 18:08:00,,,In Progress,
TKT002987,4958-XCBDQ,Plan Modification,Medium,Call Center,2026-04-25 23:01:00,2026-04-27 00:43:00,25.7,Resolved,3.0
TKT002988,3143-JQEGI,Roaming Issue,Low,Call Center,2026-05-23 07:19:00,2026-05-26 07:07:00,71.8,Closed,1.0
TKT002989,7729-JTEEC,Network Slowdown,Low,Retail Store,2026-07-29 13:13:00,2026-07-31 19:25:00,54.2,Resolved,4.0
TKT002990,0107-YHINA,Call Drops,Medium,Web Portal,2026-04-02 07:56:00,,,In Progress,
TKT002991,1907-UBQFC,Roaming Issue,Low,Retail Store,2026-08-04 21:13:00,2026-08-07 14:31:00,65.3,Closed,2.0
TKT002992,3301-VKTGC,Plan Modification,Low,Chatbot,2026-04-17 23:57:00,,,Escalated,
TKT002993,3144-AUDBS,Plan Modification,Low,Web Portal,2026-03-09 12:17:00,,,In Progress,
TKT002994,3014-WJKSM,Broadband Outage,High,Web Portal,2026-07-11 12:27:00,2026-07-13 07:21:00,42.9,Closed,3.0
TKT002995,4510-HIMLV,Broadband Outage,Critical,Web Portal,2026-04-28 07:37:00,2026-04-28 10:43:00,3.1,Closed,2.0
TKT002996,6060-QBMGV,SIM Issue,Critical,Call Center,2026-07-30 09:34:00,2026-07-30 17:40:00,8.1,Closed,3.0
TKT002997,2454-RPBRZ,Roaming Issue,Critical,Chatbot,2026-06-05 08:10:00,2026-06-06 16:28:00,32.3,Closed,3.0
TKT002998,4646-QZXTF,Network Slowdown,Critical,Mobile App,2026-04-08 09:13:00,,,Escalated,
TKT002999,1981-INRFU,Roaming Issue,High,Chatbot,2026-08-23 09:28:00,2026-08-26 00:22:00,62.9,Closed,2.0
TKT003000,8111-RKSPX,Roaming Issue,Low,Call Center,2026-05-04 17:03:00,2026-05-06 04:51:00,35.8,Resolved,3.0
TKT003001,6087-YPWHO,Broadband Outage,Critical,Retail Store,2026-08-02 13:12:00,,,In Progress,
TKT003002,9360-AHGNL,SIM Issue,Medium,Chatbot,2026-05-20 08:09:00,2026-05-22 13:03:00,52.9,Closed,3.0
TKT003003,8752-STIVR,Roaming Issue,Medium,Mobile App,2026-01-14 18:53:00,2026-01-16 06:59:00,36.1,Closed,2.0
TKT003004,9124-LHCJQ,Call Drops,Low,Call Center,2026-02-17 10:46:00,,,Escalated,
TKT003005,3199-NPKCN,Billing Dispute,High,Retail Store,2026-04-26 17:03:00,2026-04-29 08:45:00,63.7,Closed,2.0
TKT003006,1550-EENBN,Billing Dispute,High,Call Center,2026-02-19 17:59:00,,,In Progress,
TKT003007,4550-VBOFE,Broadband Outage,Low,Web Portal,2026-06-29 17:25:00,2026-07-01 14:55:00,45.5,Closed,2.0
TKT003008,4795-WRNVT,Call Drops,Critical,Call Center,2026-06-18 15:14:00,,,In Progress,
TKT003009,1010-DIAUQ,SIM Issue,Critical,Call Center,2026-07-01 15:33:00,2026-07-01 17:57:00,2.4,Closed,2.0
TKT003010,3683-QKIUE,SIM Issue,Low,Call Center,2026-04-01 15:20:00,2026-04-02 19:44:00,28.4,Resolved,2.0
TKT003011,5229-PRWKT,Call Drops,Low,Retail Store,2026-06-15 11:05:00,,,Escalated,
TKT003012,3398-ZOUAA,Network Slowdown,High,Retail Store,2026-02-14 09:00:00,,,In Progress,
TKT003013,8519-QJGJD,Network Slowdown,Low,Web Portal,2026-06-17 15:02:00,2026-06-17 16:44:00,1.7,Closed,1.0
TKT003014,3811-VBYBZ,Plan Modification,Critical,Retail Store,2026-08-05 20:40:00,,,Escalated,
TKT003015,2229-DPMBI,Billing Dispute,High,Retail Store,2026-08-09 20:35:00,,,Escalated,
TKT003016,4311-QTTAI,Roaming Issue,High,Chatbot,2026-03-17 10:56:00,,,Escalated,
TKT003017,4208-UFFGW,Plan Modification,Critical,Web Portal,2026-02-06 17:07:00,2026-02-08 12:25:00,43.3,Closed,1.0
TKT003018,7964-YESJC,Broadband Outage,High,Mobile App,2026-06-17 14:32:00,,,Escalated,
TKT003019,7926-IJOOU,Broadband Outage,Medium,Mobile App,2026-02-07 07:03:00,2026-02-08 07:51:00,24.8,Resolved,3.0
TKT003020,3445-HXXGF,Network Slowdown,Low,Mobile App,2026-01-22 08:21:00,2026-01-22 17:15:00,8.9,Resolved,2.0
TKT003021,2207-RYYRL,Broadband Outage,Medium,Chatbot,2026-02-11 14:30:00,2026-02-12 16:12:00,25.7,Resolved,1.0
TKT003022,6919-ELBGL,Network Slowdown,Low,Mobile App,2026-03-17 07:06:00,,,Escalated,
TKT003023,9253-QXKBE,Call Drops,High,Web Portal,2026-08-11 21:52:00,2026-08-12 14:04:00,16.2,Closed,1.0
TKT003024,4729-XKASR,Plan Modification,Low,Mobile App,2026-02-15 23:56:00,2026-02-17 02:08:00,26.2,Closed,2.0
TKT003025,6244-BESBM,Billing Dispute,Medium,Call Center,2026-08-24 10:59:00,2026-08-26 06:53:00,43.9,Closed,3.0
TKT003026,7622-FWGEW,Billing Dispute,High,Retail Store,2026-01-05 18:11:00,,,In Progress,
TKT003027,8430-TWCBX,SIM Issue,Medium,Call Center,2026-04-30 11:34:00,2026-05-02 17:40:00,54.1,Closed,4.0
TKT003028,7240-ETPTR,Network Slowdown,Low,Retail Store,2026-08-02 23:50:00,2026-08-03 23:50:00,24.0,Closed,2.0
TKT003029,8063-RJYNF,Roaming Issue,Medium,Mobile App,2026-04-13 08:19:00,2026-04-15 03:01:00,42.7,Closed,1.0
TKT003030,3006-XIMLN,Roaming Issue,Critical,Retail Store,2026-03-16 22:24:00,,,Escalated,
TKT003031,1455-ESIQH,SIM Issue,Medium,Mobile App,2026-07-20 21:13:00,,,In Progress,
TKT003032,1041-RXHRA,Plan Modification,Critical,Web Portal,2026-05-14 21:43:00,2026-05-15 12:13:00,14.5,Closed,1.0
TKT003033,4832-VRBMR,Plan Modification,High,Call Center,2026-07-05 11:12:00,,,Escalated,
TKT003034,2472-OVKUP,Plan Modification,High,Call Center,2026-08-02 16:05:00,,,In Progress,
TKT003035,6559-ILWKJ,Plan Modification,Low,Retail Store,2026-02-02 17:06:00,,,In Progress,
TKT003036,7074-IEVOJ,Roaming Issue,High,Retail Store,2026-08-11 19:23:00,,,Escalated,
TKT003037,4890-VMUAV,Broadband Outage,Critical,Web Portal,2026-02-13 21:44:00,,,In Progress,
TKT003038,5366-IJEQJ,SIM Issue,Low,Retail Store,2026-06-01 22:39:00,2026-06-03 19:51:00,45.2,Closed,3.0
TKT003039,2506-CLAKW,Call Drops,Medium,Chatbot,2026-05-14 10:27:00,,,Escalated,
TKT003040,6024-RUGGH,Billing Dispute,High,Mobile App,2026-01-30 11:26:00,2026-01-31 13:08:00,25.7,Closed,3.0
TKT003041,8679-JOEVF,SIM Issue,Critical,Call Center,2026-07-27 11:32:00,2026-07-28 02:56:00,15.4,Closed,1.0
TKT003042,4566-GOLUK,Broadband Outage,High,Call Center,2026-04-20 16:00:00,,,Escalated,
TKT003043,3229-USWAR,Billing Dispute,Low,Call Center,2026-08-28 08:51:00,2026-08-30 17:27:00,56.6,Resolved,5.0
TKT003044,0302-JOIVN,Broadband Outage,Low,Retail Store,2026-06-22 17:28:00,,,In Progress,
TKT003045,9117-SHLZX,Plan Modification,Low,Call Center,2026-04-10 18:38:00,,,Escalated,
TKT003046,4958-XCBDQ,Broadband Outage,High,Web Portal,2026-05-03 22:36:00,,,In Progress,
TKT003047,1113-IUJYX,Broadband Outage,High,Mobile App,2026-05-13 22:57:00,,,Escalated,
TKT003048,3902-FOIGH,SIM Issue,Critical,Call Center,2026-03-24 08:28:00,2026-03-25 12:46:00,28.3,Resolved,2.0
TKT003049,6968-URWQU,Plan Modification,High,Chatbot,2026-06-01 22:00:00,2026-06-04 00:24:00,50.4,Closed,5.0
TKT003050,6711-FLDFB,Broadband Outage,Medium,Chatbot,2026-03-17 15:56:00,2026-03-20 05:32:00,61.6,Closed,3.0
TKT003051,3199-XGZCY,Plan Modification,Critical,Mobile App,2026-07-16 18:39:00,,,Escalated,
TKT003052,9507-EXLTT,Billing Dispute,Medium,Chatbot,2026-04-24 07:34:00,2026-04-26 05:52:00,46.3,Closed,2.0
TKT003053,7504-UWHNB,Network Slowdown,High,Chatbot,2026-03-17 08:31:00,2026-03-17 10:31:00,2.0,Closed,5.0
TKT003054,0402-OAMEN,Roaming Issue,Medium,Retail Store,2026-07-26 10:30:00,,,In Progress,
TKT003055,2057-ZBLPD,Broadband Outage,Critical,Retail Store,2026-05-02 10:14:00,,,Escalated,
TKT003056,3424-NMNBO,Network Slowdown,Critical,Mobile App,2026-06-05 09:55:00,,,In Progress,
TKT003057,2575-GFSOE,Plan Modification,High,Web Portal,2026-08-06 22:24:00,2026-08-07 02:36:00,4.2,Closed,3.0
TKT003058,0887-HJGAR,Plan Modification,High,Retail Store,2026-06-15 09:44:00,,,In Progress,
TKT003059,0323-XWWTN,Call Drops,High,Call Center,2026-03-31 12:26:00,,,In Progress,
TKT003060,6424-ELEYH,Network Slowdown,Low,Chatbot,2026-02-15 09:32:00,2026-02-16 04:50:00,19.3,Closed,2.0
TKT003061,7730-IUTDZ,Roaming Issue,Critical,Web Portal,2026-06-04 14:54:00,,,In Progress,
TKT003062,1813-JLKWR,SIM Issue,Medium,Retail Store,2026-06-10 10:34:00,2026-06-12 15:10:00,52.6,Closed,4.0
TKT003063,3871-IKPYH,Call Drops,Low,Retail Store,2026-05-03 22:46:00,2026-05-05 00:28:00,25.7,Resolved,2.0
TKT003064,9086-YJYXS,Network Slowdown,High,Mobile App,2026-01-29 07:03:00,,,Escalated,
TKT003065,4482-EWFMI,Broadband Outage,Critical,Retail Store,2026-04-21 23:18:00,2026-04-24 08:00:00,56.7,Closed,2.0
TKT003066,7537-RBWEA,Call Drops,Medium,Web Portal,2026-04-22 16:01:00,2026-04-24 17:13:00,49.2,Closed,4.0
TKT003067,2984-MIIZL,Call Drops,Critical,Chatbot,2026-04-24 10:09:00,2026-04-27 00:39:00,62.5,Closed,3.0
TKT003068,5906-DVAPM,Network Slowdown,High,Chatbot,2026-03-18 19:38:00,,,In Progress,
TKT003069,0468-YRPXN,SIM Issue,Critical,Retail Store,2026-01-09 11:19:00,2026-01-09 20:13:00,8.9,Closed,3.0
TKT003070,4628-WQCQQ,Plan Modification,Low,Web Portal,2026-06-10 09:46:00,2026-06-11 20:04:00,34.3,Closed,1.0
TKT003071,4619-EVPHY,Call Drops,Low,Mobile App,2026-01-09 16:45:00,2026-01-10 22:39:00,29.9,Closed,3.0
TKT003072,0019-EFAEP,Roaming Issue,Low,Call Center,2026-03-23 21:08:00,,,Escalated,
TKT003073,3519-ZKXGG,Billing Dispute,High,Retail Store,2026-05-25 08:30:00,,,In Progress,
TKT003074,6702-OHFWR,SIM Issue,High,Mobile App,2026-02-11 08:43:00,2026-02-13 09:19:00,48.6,Closed,1.0
TKT003075,6825-UYPFK,Plan Modification,Low,Web Portal,2026-08-26 23:57:00,2026-08-29 00:21:00,48.4,Closed,3.0
