bill_id,customer_id,billing_period,bill_date,due_date,base_amount,additional_charges,discount_amount,tax_amount,total_amount,payment_status
BIL0014945,3224-DFQNQ,2026-08,2026-08-01,2026-08-16,89.0,0.0,0.0,16.02,105.02,Pending
BIL0014946,5275-PMFUT,2026-08,2026-08-01,2026-08-16,64.8,100.0,0.0,29.66,194.46,Pending
BIL0014947,4795-UXVCJ,2026-08,2026-08-01,2026-08-16,19.8,0.0,0.0,3.56,23.36,Paid
BIL0014948,9777-IQHWP,2026-08,2026-08-01,2026-08-16,93.4,100.0,0.0,34.81,228.21,Paid
BIL0014949,0947-MUGVO,2026-08,2026-08-01,2026-08-16,73.65,100.0,50.0,22.26,145.91,Paid
BIL0014950,9944-HKVVB,2026-08,2026-08-01,2026-08-16,95.1,0.0,25.0,12.62,82.72,Pending
BIL0014951,4124-MMETB,2026-08,2026-08-01,2026-08-16,94.65,0.0,0.0,17.04,111.69,Paid
BIL0014952,3671-SHRSP,2026-08,2026-08-01,2026-08-16,80.6,100.0,50.0,23.51,154.11,Paid
BIL0014953,0979-MOZQI,2026-08,2026-08-01,2026-08-16,39.0,50.0,0.0,16.02,105.02,Paid
BIL0014954,2732-ISEZX,2026-08,2026-08-01,2026-08-16,20.5,150.0,25.0,26.19,171.69,Pending
BIL0014955,3313-QKNKB,2026-08,2026-08-01,2026-08-16,85.55,100.0,0.0,33.4,218.95,Paid
BIL0014956,0323-XWWTN,2026-08,2026-08-01,2026-08-16,26.4,0.0,0.0,4.75,31.15,Overdue
BIL0014957,1937-OTUKY,2026-08,2026-08-01,2026-08-16,98.2,0.0,0.0,17.68,115.88,Paid
BIL0014958,1573-LGXBA,2026-08,2026-08-01,2026-08-16,97.55,0.0,25.0,13.06,85.61,Paid
BIL0014959,1764-VUUMT,2026-08,2026-08-01,2026-08-16,19.95,50.0,0.0,12.59,82.54,Paid
BIL0014960,5073-WXOYN,2026-08,2026-08-01,2026-08-16,50.8,100.0,0.0,27.14,177.94,Paid
BIL0014961,4713-ZBURT,2026-08,2026-08-01,2026-08-16,99.7,150.0,50.0,35.95,235.65,Paid
BIL0014962,3050-GBUSH,2026-08,2026-08-01,2026-08-16,34.8,100.0,25.0,19.76,129.56,Pending
BIL0014963,0207-MDKNV,2026-08,2026-08-01,2026-08-16,105.1,0.0,50.0,9.92,65.02,Paid
BIL0014964,7876-AEHIG,2026-08,2026-08-01,2026-08-16,60.15,50.0,50.0,10.83,70.98,Paid
BIL0014965,7945-HLKEA,2026-08,2026-08-01,2026-08-16,64.75,0.0,0.0,11.65,76.4,Paid
BIL0014966,9342-VNIMQ,2026-08,2026-08-01,2026-08-16,54.65,100.0,50.0,18.84,123.49,Paid
BIL0014967,9851-KIELU,2026-08,2026-08-01,2026-08-16,110.1,0.0,25.0,15.32,100.42,Paid
BIL0014968,3523-BRGUW,2026-08,2026-08-01,2026-08-16,19.3,50.0,0.0,12.47,81.77,Paid
BIL0014969,3908-BLSYF,2026-08,2026-08-01,2026-08-16,83.9,100.0,50.0,24.1,158.0,Paid
BIL0014970,3199-NPKCN,2026-08,2026-08-01,2026-08-16,111.25,0.0,25.0,15.52,101.77,Paid
BIL0014971,5170-PTRKA,2026-08,2026-08-01,2026-08-16,35.8,50.0,25.0,10.94,71.74,Paid
BIL0014972,4661-NJEUX,2026-08,2026-08-01,2026-08-16,20.05,50.0,50.0,3.61,23.66,Paid
BIL0014973,2123-AGEEN,2026-08,2026-08-01,2026-08-16,84.35,0.0,25.0,10.68,70.03,Paid
BIL0014974,1258-YMZNM,2026-08,2026-08-01,2026-08-16,110.5,100.0,25.0,33.39,218.89,Paid
BIL0014975,0048-LUMLS,2026-08,2026-08-01,2026-08-16,91.2,100.0,0.0,34.42,225.62,Paid
BIL0014976,7549-MYGPK,2026-08,2026-08-01,2026-08-16,100.55,0.0,25.0,13.6,89.15,Paid
BIL0014977,5898-IGSLP,2026-08,2026-08-01,2026-08-16,89.3,50.0,0.0,25.07,164.37,Paid
BIL0014978,3804-RVTGV,2026-08,2026-08-01,2026-08-16,103.85,100.0,50.0,27.69,181.54,Paid
BIL0014979,6259-WJQLC,2026-08,2026-08-01,2026-08-16,81.1,100.0,0.0,32.6,213.7,Paid
BIL0014980,9227-LUNBG,2026-08,2026-08-01,2026-08-16,24.6,150.0,50.0,22.43,147.03,Paid
BIL0014981,7997-EASSD,2026-08,2026-08-01,2026-08-16,81.2,150.0,0.0,41.62,272.82,Paid
BIL0014982,0730-KOAVE,2026-08,2026-08-01,2026-08-16,94.3,50.0,0.0,25.97,170.27,Paid
BIL0014983,8975-SKGRX,2026-08,2026-08-01,2026-08-16,116.1,100.0,0.0,38.9,255.0,Pending
BIL0014984,0678-RLHVP,2026-08,2026-08-01,2026-08-16,105.55,50.0,0.0,28.0,183.55,Paid
BIL0014985,4315-MURBD,2026-08,2026-08-01,2026-08-16,98.9,50.0,0.0,26.8,175.7,Paid
BIL0014986,2267-FPIMA,2026-08,2026-08-01,2026-08-16,94.4,150.0,50.0,34.99,229.39,Paid
BIL0014987,1051-GEJLJ,2026-08,2026-08-01,2026-08-16,19.5,0.0,0.0,3.51,23.01,Paid
BIL0014988,9734-YWGEX,2026-08,2026-08-01,2026-08-16,98.3,0.0,50.0,8.69,56.99,Paid
BIL0014989,2719-BDAQO,2026-08,2026-08-01,2026-08-16,93.85,50.0,0.0,25.89,169.74,Paid
BIL0014990,5285-MVEHD,2026-08,2026-08-01,2026-08-16,105.6,0.0,0.0,19.01,124.61,Paid
BIL0014991,0379-DJQHR,2026-08,2026-08-01,2026-08-16,81.35,0.0,25.0,10.14,66.49,Paid
BIL0014992,0781-LKXBR,2026-08,2026-08-01,2026-08-16,100.5,100.0,0.0,36.09,236.59,Paid
BIL0014993,5543-QDCRY,2026-08,2026-08-01,2026-08-16,56.4,0.0,25.0,5.65,37.05,Paid
BIL0014994,0297-RBCSG,2026-08,2026-08-01,2026-08-16,65.35,0.0,25.0,7.26,47.61,Paid
BIL0014995,4694-PHWFW,2026-08,2026-08-01,2026-08-16,19.95,150.0,50.0,21.59,141.54,Paid
BIL0014996,0835-JKADZ,2026-08,2026-08-01,2026-08-16,111.25,50.0,0.0,29.02,190.27,Paid
BIL0014997,1907-UBQFC,2026-08,2026-08-01,2026-08-16,72.85,0.0,0.0,13.11,85.96,Pending
BIL0014998,7508-SMHXL,2026-08,2026-08-01,2026-08-16,89.0,0.0,0.0,16.02,105.02,Paid
BIL0014999,3865-YIOTT,2026-08,2026-08-01,2026-08-16,106.1,0.0,25.0,14.6,95.7,Paid
BIL0015000,5993-BQHEA,2026-08,2026-08-01,2026-08-16,20.05,50.0,50.0,3.61,23.66,Paid
BIL0015001,6024-RUGGH,2026-08,2026-08-01,2026-08-16,25.2,0.0,0.0,4.54,29.74,Pending
BIL0015002,6513-EECDB,2026-08,2026-08-01,2026-08-16,73.55,100.0,25.0,26.74,175.29,Paid
BIL0015003,3956-CJUST,2026-08,2026-08-01,2026-08-16,75.4,150.0,25.0,36.07,236.47,Paid
BIL0015004,4079-WWQQQ,2026-08,2026-08-01,2026-08-16,65.55,0.0,50.0,2.8,18.35,Paid
BIL0015005,6103-BOCOU,2026-08,2026-08-01,2026-08-16,80.7,0.0,50.0,5.53,36.23,Paid
BIL0015006,5149-TGWDZ,2026-08,2026-08-01,2026-08-16,104.55,0.0,0.0,18.82,123.37,Pending
BIL0015007,7471-WNSUF,2026-08,2026-08-01,2026-08-16,24.15,0.0,25.0,0.0,0.0,Paid
BIL0015008,8942-DBMHZ,2026-08,2026-08-01,2026-08-16,20.45,0.0,50.0,0.0,0.0,Pending
BIL0015009,4301-VVZKA,2026-08,2026-08-01,2026-08-16,75.4,0.0,0.0,13.57,88.97,Paid
BIL0015010,9199-PWQVC,2026-08,2026-08-01,2026-08-16,79.7,50.0,0.0,23.35,153.05,Paid
BIL0015011,4824-GUCBY,2026-08,2026-08-01,2026-08-16,81.7,0.0,0.0,14.71,96.41,Paid
BIL0015012,5393-HJZSM,2026-08,2026-08-01,2026-08-16,76.3,0.0,50.0,4.73,31.03,Overdue
BIL0015013,7074-IEVOJ,2026-08,2026-08-01,2026-08-16,79.4,0.0,50.0,5.29,34.69,Paid
BIL0015014,9625-QSTYE,2026-08,2026-08-01,2026-08-16,81.15,0.0,0.0,14.61,95.76,Paid
BIL0015015,0862-PRCBS,2026-08,2026-08-01,2026-08-16,103.75,100.0,50.0,27.68,181.43,Paid
BIL0015016,8812-ZRHFP,2026-08,2026-08-01,2026-08-16,86.45,0.0,0.0,15.56,102.01,Paid
BIL0015017,5146-CBVOE,2026-08,2026-08-01,2026-08-16,75.1,100.0,25.0,27.02,177.12,Paid
BIL0015018,0454-OKRCT,2026-08,2026-08-01,2026-08-16,80.6,0.0,50.0,5.51,36.11,Paid
BIL0015019,5787-KXGIY,2026-08,2026-08-01,2026-08-16,19.3,0.0,25.0,0.0,0.0,Pending
BIL0015020,4750-ZRXIU,2026-08,2026-08-01,2026-08-16,84.6,0.0,25.0,10.73,70.33,Paid
BIL0015021,4198-VFOEA,2026-08,2026-08-01,2026-08-16,33.6,50.0,50.0,6.05,39.65,Pending
BIL0015022,6630-UJZMY,2026-08,2026-08-01,2026-08-16,83.25,0.0,50.0,5.98,39.23,Paid
BIL0015023,5709-LVOEQ,2026-08,2026-08-01,2026-08-16,80.85,150.0,50.0,32.55,213.4,Paid
BIL0015024,6400-BWQKW,2026-08,2026-08-01,2026-08-16,79.05,0.0,50.0,5.23,34.28,Paid
BIL0015025,2692-AQCPF,2026-08,2026-08-01,2026-08-16,108.05,100.0,0.0,37.45,245.5,Paid
BIL0015026,0347-UBKUZ,2026-08,2026-08-01,2026-08-16,19.9,0.0,0.0,3.58,23.48,Paid
BIL0015027,0835-DUUIQ,2026-08,2026-08-01,2026-08-16,21.05,0.0,50.0,0.0,0.0,Paid
BIL0015028,0811-GSDTP,2026-08,2026-08-01,2026-08-16,30.15,50.0,25.0,9.93,65.08,Overdue
BIL0015029,7567-ECMCM,2026-08,2026-08-01,2026-08-16,79.85,0.0,50.0,5.37,35.22,Paid
BIL0015030,6115-ZTBFQ,2026-08,2026-08-01,2026-08-16,65.5,0.0,0.0,11.79,77.29,Paid
BIL0015031,6353-BRMMA,2026-08,2026-08-01,2026-08-16,104.1,0.0,0.0,18.74,122.84,Paid
BIL0015032,6680-WKXRZ,2026-08,2026-08-01,2026-08-16,74.4,0.0,0.0,13.39,87.79,Paid
BIL0015033,6231-WFGFH,2026-08,2026-08-01,2026-08-16,20.5,150.0,50.0,21.69,142.19,Paid
BIL0015034,9904-EHEVJ,2026-08,2026-08-01,2026-08-16,91.35,0.0,0.0,16.44,107.79,Paid
BIL0015035,7028-DVOIQ,2026-08,2026-08-01,2026-08-16,99.05,50.0,0.0,26.83,175.88,Paid
BIL0015036,6169-PPETC,2026-08,2026-08-01,2026-08-16,20.5,50.0,50.0,3.69,24.19,Paid
BIL0015037,4208-UFFGW,2026-08,2026-08-01,2026-08-16,44.95,50.0,25.0,12.59,82.54,Pending
BIL0015038,8584-KMVXD,2026-08,2026-08-01,2026-08-16,75.6,50.0,50.0,13.61,89.21,Paid
BIL0015039,8467-WYNSR,2026-08,2026-08-01,2026-08-16,55.1,100.0,50.0,18.92,124.02,Paid
BIL0015040,0851-DFJKB,2026-08,2026-08-01,2026-08-16,58.95,0.0,25.0,6.11,40.06,Paid
BIL0015041,5382-SOYZL,2026-08,2026-08-01,2026-08-16,95.1,150.0,25.0,39.62,259.72,Paid
BIL0015042,9448-REEVD,2026-08,2026-08-01,2026-08-16,44.7,0.0,0.0,8.05,52.75,Paid
BIL0015043,3261-CQXOL,2026-08,2026-08-01,2026-08-16,25.45,100.0,0.0,22.58,148.03,Paid
BIL0015044,8388-FYNPZ,2026-08,2026-08-01,2026-08-16,56.75,150.0,0.0,37.21,243.96,Paid
BIL0015045,4002-BQWPQ,2026-08,2026-08-01,2026-08-16,81.75,100.0,25.0,28.21,184.96,Paid
BIL0015046,5651-YLPRD,2026-08,2026-08-01,2026-08-16,86.1,0.0,25.0,11.0,72.1,Paid
BIL0015047,2826-DXLQO,2026-08,2026-08-01,2026-08-16,29.8,100.0,50.0,14.36,94.16,Paid
BIL0015048,4378-BZYFP,2026-08,2026-08-01,2026-08-16,20.5,0.0,0.0,3.69,24.19,Paid
BIL0015049,9489-UTFKA,2026-08,2026-08-01,2026-08-16,60.9,0.0,0.0,10.96,71.86,Paid
BIL0015050,4849-PYRLQ,2026-08,2026-08-01,2026-08-16,73.25,100.0,25.0,26.68,174.93,Paid
BIL0015051,9117-SHLZX,2026-08,2026-08-01,2026-08-16,45.7,150.0,50.0,26.23,171.93,Paid
BIL0015052,9889-TMAHG,2026-08,2026-08-01,2026-08-16,100.3,150.0,0.0,45.05,295.35,Paid
BIL0015053,4541-RMRLG,2026-08,2026-08-01,2026-08-16,19.25,150.0,25.0,25.96,170.21,Paid
BIL0015054,7764-BDPEE,2026-08,2026-08-01,2026-08-16,20.85,0.0,50.0,0.0,0.0,Paid
BIL0015055,3429-IFLEM,2026-08,2026-08-01,2026-08-16,77.35,0.0,0.0,13.92,91.27,Paid
BIL0015056,3158-MOERK,2026-08,2026-08-01,2026-08-16,96.0,0.0,0.0,17.28,113.28,Paid
BIL0015057,7294-TMAOP,2026-08,2026-08-01,2026-08-16,90.55,50.0,25.0,20.8,136.35,Overdue
BIL0015058,5002-GCQFH,2026-08,2026-08-01,2026-08-16,93.85,150.0,0.0,43.89,287.74,Paid
BIL0015059,0556-FJEGU,2026-08,2026-08-01,2026-08-16,70.1,150.0,25.0,35.12,230.22,Paid
BIL0015060,8919-FYFQZ,2026-08,2026-08-01,2026-08-16,30.35,50.0,0.0,14.46,94.81,Paid
BIL0015061,0604-THJFP,2026-08,2026-08-01,2026-08-16,75.95,0.0,0.0,13.67,89.62,Paid
BIL0015062,2834-JRTUA,2026-08,2026-08-01,2026-08-16,108.05,0.0,25.0,14.95,98.0,Paid
BIL0015063,5875-YPQFJ,2026-08,2026-08-01,2026-08-16,69.9,0.0,25.0,8.08,52.98,Paid
BIL0015064,5879-SESNB,2026-08,2026-08-01,2026-08-16,75.25,50.0,50.0,13.54,88.79,Paid
BIL0015065,6646-QVXLR,2026-08,2026-08-01,2026-08-16,103.75,0.0,25.0,14.17,92.92,Paid
BIL0015066,6461-PPAXN,2026-08,2026-08-01,2026-08-16,54.95,0.0,50.0,0.89,5.84,Paid
BIL0015067,3318-ISQFQ,2026-08,2026-08-01,2026-08-16,19.5,150.0,25.0,26.01,170.51,Paid
BIL0015068,1106-HRLKZ,2026-08,2026-08-01,2026-08-16,19.6,0.0,25.0,0.0,0.0,Paid
BIL0015069,2483-XSSMZ,2026-08,2026-08-01,2026-08-16,47.85,100.0,0.0,26.61,174.46,Paid
BIL0015070,8603-IJWDN,2026-08,2026-08-01,2026-08-16,86.6,50.0,50.0,15.59,102.19,Paid
BIL0015071,8165-ZJRNM,2026-08,2026-08-01,2026-08-16,23.75,150.0,0.0,31.27,205.02,Paid
BIL0015072,9369-XFEHK,2026-08,2026-08-01,2026-08-16,80.6,0.0,25.0,10.01,65.61,Paid
BIL0015073,2604-XVDAM,2026-08,2026-08-01,2026-08-16,43.8,0.0,0.0,7.88,51.68,Paid
BIL0015074,3717-OFRTN,2026-08,2026-08-01,2026-08-16,19.75,0.0,0.0,3.55,23.3,Paid
BIL0015075,9046-JBFWA,2026-08,2026-08-01,2026-08-16,19.15,0.0,50.0,0.0,0.0,Paid
BIL0015076,3280-NMUVX,2026-08,2026-08-01,2026-08-16,19.6,0.0,50.0,0.0,0.0,Paid
BIL0015077,1206-EHBDD,2026-08,2026-08-01,2026-08-16,80.3,50.0,0.0,23.45,153.75,Paid
BIL0015078,8361-LBRDI,2026-08,2026-08-01,2026-08-16,24.35,150.0,0.0,31.38,205.73,Pending
BIL0015079,4883-KCPZJ,2026-08,2026-08-01,2026-08-16,25.25,0.0,0.0,4.54,29.79,Pending
BIL0015080,9108-EQPNQ,2026-08,2026-08-01,2026-08-16,26.1,0.0,50.0,0.0,0.0,Paid
BIL0015081,7277-KAMWT,2026-08,2026-08-01,2026-08-16,20.0,50.0,0.0,12.6,82.6,Paid
BIL0015082,3842-IYKUE,2026-08,2026-08-01,2026-08-16,85.3,0.0,0.0,15.35,100.65,Paid
BIL0015083,6641-XRPSU,2026-08,2026-08-01,2026-08-16,70.0,0.0,0.0,12.6,82.6,Paid
BIL0015084,1374-DMZUI,2026-08,2026-08-01,2026-08-16,94.3,0.0,25.0,12.47,81.77,Paid
BIL0015085,2545-LXYVJ,2026-08,2026-08-01,2026-08-16,20.7,100.0,50.0,12.73,83.43,Pending
BIL0015086,3234-VKACU,2026-08,2026-08-01,2026-08-16,70.3,0.0,50.0,3.65,23.95,Paid
BIL0015087,8357-EQXFO,2026-08,2026-08-01,2026-08-16,95.35,0.0,50.0,8.16,53.51,Paid
BIL0015088,1989-PRJHP,2026-08,2026-08-01,2026-08-16,75.5,100.0,0.0,31.59,207.09,Paid
BIL0015089,8120-JDCAM,2026-08,2026-08-01,2026-08-16,69.55,50.0,0.0,21.52,141.07,Pending
BIL0015090,8917-FAEMR,2026-08,2026-08-01,2026-08-16,19.85,0.0,0.0,3.57,23.42,Paid
BIL0015091,7047-YXDMZ,2026-08,2026-08-01,2026-08-16,20.0,100.0,0.0,21.6,141.6,Paid
BIL0015092,2858-EIMXH,2026-08,2026-08-01,2026-08-16,95.85,50.0,50.0,17.25,113.1,Paid
BIL0015093,9524-EGPJC,2026-08,2026-08-01,2026-08-16,90.1,0.0,0.0,16.22,106.32,Paid
BIL0015094,6993-OHLXR,2026-08,2026-08-01,2026-08-16,68.95,100.0,50.0,21.41,140.36,Overdue
BIL0015095,8818-XYFCQ,2026-08,2026-08-01,2026-08-16,99.55,150.0,0.0,44.92,294.47,Paid
BIL0015096,6419-ZTTLE,2026-08,2026-08-01,2026-08-16,20.75,150.0,50.0,21.73,142.48,Paid
BIL0015097,0929-HYQEW,2026-08,2026-08-01,2026-08-16,50.15,0.0,50.0,0.03,0.18,Paid
BIL0015098,6614-YOLAC,2026-08,2026-08-01,2026-08-16,58.65,0.0,25.0,6.06,39.71,Paid
BIL0015099,7426-RHZGU,2026-08,2026-08-01,2026-08-16,95.9,0.0,25.0,12.76,83.66,Overdue
BIL0015100,4065-JJAVA,2026-08,2026-08-01,2026-08-16,49.5,0.0,50.0,0.0,0.0,Paid
BIL0015101,4695-VADHF,2026-08,2026-08-01,2026-08-16,57.45,100.0,0.0,28.34,185.79,Paid
BIL0015102,3863-IUBJR,2026-08,2026-08-01,2026-08-16,53.65,150.0,50.0,27.66,181.31,Paid
BIL0015103,7649-SIJJF,2026-08,2026-08-01,2026-08-16,80.1,50.0,0.0,23.42,153.52,Paid
BIL0015104,9361-YNQWJ,2026-08,2026-08-01,2026-08-16,24.4,0.0,0.0,4.39,28.79,Paid
BIL0015105,3748-FVMZZ,2026-08,2026-08-01,2026-08-16,40.05,50.0,50.0,7.21,47.26,Paid
BIL0015106,9391-TTOYH,2026-08,2026-08-01,2026-08-16,19.5,150.0,0.0,30.51,200.01,Paid
BIL0015107,1452-XRSJV,2026-08,2026-08-01,2026-08-16,51.05,150.0,0.0,36.19,237.24,Paid
BIL0015108,3422-WJOYD,2026-08,2026-08-01,2026-08-16,54.35,150.0,25.0,32.28,211.63,Paid
BIL0015109,8242-SOQUO,2026-08,2026-08-01,2026-08-16,84.7,0.0,50.0,6.25,40.95,Paid
BIL0015110,7460-ITWWP,2026-08,2026-08-01,2026-08-16,86.1,0.0,0.0,15.5,101.6,Paid
BIL0015111,7147-AYBAA,2026-08,2026-08-01,2026-08-16,70.35,100.0,0.0,30.66,201.01,Pending
BIL0015112,7868-TMWMZ,2026-08,2026-08-01,2026-08-16,110.0,0.0,0.0,19.8,129.8,Paid
BIL0015113,4822-RVYBB,2026-08,2026-08-01,2026-08-16,100.6,100.0,25.0,31.61,207.21,Paid
BIL0015114,6732-FZUGP,2026-08,2026-08-01,2026-08-16,94.9,0.0,50.0,8.08,52.98,Paid
BIL0015115,8436-BJUMM,2026-08,2026-08-01,2026-08-16,83.75,0.0,50.0,6.08,39.83,Paid
BIL0015116,4184-TJFAN,2026-08,2026-08-01,2026-08-16,88.3,100.0,0.0,33.89,222.19,Paid
BIL0015117,8329-GWVPJ,2026-08,2026-08-01,2026-08-16,69.75,0.0,0.0,12.55,82.3,Paid
BIL0015118,1352-VHKAJ,2026-08,2026-08-01,2026-08-16,71.6,100.0,25.0,26.39,172.99,Overdue
BIL0015119,4145-UQXUQ,2026-08,2026-08-01,2026-08-16,92.1,50.0,0.0,25.58,167.68,Paid
BIL0015120,2632-TACXW,2026-08,2026-08-01,2026-08-16,23.65,50.0,0.0,13.26,86.91,Paid
BIL0015121,8146-QQKZH,2026-08,2026-08-01,2026-08-16,81.85,0.0,0.0,14.73,96.58,Paid
BIL0015122,1767-CJKBA,2026-08,2026-08-01,2026-08-16,25.1,0.0,0.0,4.52,29.62,Paid
BIL0015123,6445-TNRXS,2026-08,2026-08-01,2026-08-16,114.7,0.0,25.0,16.15,105.85,Paid
BIL0015124,4581-LNWUM,2026-08,2026-08-01,2026-08-16,49.15,100.0,25.0,22.35,146.5,Paid
BIL0015125,4869-EPIUS,2026-08,2026-08-01,2026-08-16,80.9,0.0,25.0,10.06,65.96,Paid
BIL0015126,9948-YPTDG,2026-08,2026-08-01,2026-08-16,79.45,0.0,25.0,9.8,64.25,Paid
BIL0015127,1236-WFCDV,2026-08,2026-08-01,2026-08-16,90.45,0.0,50.0,7.28,47.73,Paid
BIL0015128,1915-OAKWD,2026-08,2026-08-01,2026-08-16,19.3,100.0,25.0,16.97,111.27,Paid
BIL0015129,7296-PIXQY,2026-08,2026-08-01,2026-08-16,70.2,50.0,50.0,12.64,82.84,Paid
BIL0015130,4883-QICIH,2026-08,2026-08-01,2026-08-16,69.75,0.0,0.0,12.55,82.3,Paid
BIL0015131,3354-OADJP,2026-08,2026-08-01,2026-08-16,54.25,50.0,0.0,18.77,123.02,Paid
BIL0015132,3524-WQDSG,2026-08,2026-08-01,2026-08-16,99.3,0.0,25.0,13.37,87.67,Paid
BIL0015133,0810-DHDBD,2026-08,2026-08-01,2026-08-16,74.0,0.0,0.0,13.32,87.32,Paid
BIL0015134,4026-SKKHW,2026-08,2026-08-01,2026-08-16,50.25,0.0,0.0,9.04,59.29,Paid
BIL0015135,2829-HYVZP,2026-08,2026-08-01,2026-08-16,19.8,0.0,0.0,3.56,23.36,Paid
BIL0015136,8329-IBCTI,2026-08,2026-08-01,2026-08-16,19.65,100.0,0.0,21.54,141.19,Paid
BIL0015137,1271-SJBGZ,2026-08,2026-08-01,2026-08-16,43.65,0.0,0.0,7.86,51.51,Paid
BIL0015138,3845-JHAMY,2026-08,2026-08-01,2026-08-16,35.5,0.0,0.0,6.39,41.89,Paid
BIL0015139,7013-PSXHK,2026-08,2026-08-01,2026-08-16,80.75,0.0,25.0,10.04,65.79,Paid
BIL0015140,5669-SRAIP,2026-08,2026-08-01,2026-08-16,39.5,150.0,0.0,34.11,223.61,Paid
BIL0015141,5981-ITEMU,2026-08,2026-08-01,2026-08-16,97.1,0.0,0.0,17.48,114.58,Paid
BIL0015142,3486-NPGST,2026-08,2026-08-01,2026-08-16,19.55,150.0,50.0,21.52,141.07,Paid
BIL0015143,6941-PMGEP,2026-08,2026-08-01,2026-08-16,80.0,0.0,25.0,9.9,64.9,Paid
BIL0015144,1624-WOIWJ,2026-08,2026-08-01,2026-08-16,84.7,0.0,0.0,15.25,99.95,Paid
BIL0015145,2074-GKOWZ,2026-08,2026-08-01,2026-08-16,89.55,0.0,0.0,16.12,105.67,Paid
BIL0015146,0376-YMCJC,2026-08,2026-08-01,2026-08-16,90.6,150.0,0.0,43.31,283.91,Pending
BIL0015147,6100-FJZDG,2026-08,2026-08-01,2026-08-16,20.05,150.0,50.0,21.61,141.66,Paid
BIL0015148,4829-ZLJTK,2026-08,2026-08-01,2026-08-16,112.4,0.0,0.0,20.23,132.63,Paid
BIL0015149,1730-VFMWO,2026-08,2026-08-01,2026-08-16,50.2,100.0,0.0,27.04,177.24,Paid
BIL0015150,7143-BQIBA,2026-08,2026-08-01,2026-08-16,62.25,0.0,0.0,11.21,73.46,Paid
BIL0015151,3800-LYTRK,2026-08,2026-08-01,2026-08-16,55.7,150.0,50.0,28.03,183.73,Paid
BIL0015152,0634-SZPQA,2026-08,2026-08-01,2026-08-16,90.05,150.0,50.0,34.21,224.26,Paid
BIL0015153,9646-NMHXE,2026-08,2026-08-01,2026-08-16,19.65,0.0,0.0,3.54,23.19,Pending
BIL0015154,7030-NJVDP,2026-08,2026-08-01,2026-08-16,89.25,50.0,50.0,16.06,105.31,Paid
BIL0015155,5536-RTPWK,2026-08,2026-08-01,2026-08-16,99.05,100.0,0.0,35.83,234.88,Paid
BIL0015156,8883-GRDWQ,2026-08,2026-08-01,2026-08-16,54.0,0.0,0.0,9.72,63.72,Paid
BIL0015157,6166-ILMNY,2026-08,2026-08-01,2026-08-16,69.75,100.0,25.0,26.05,170.8,Paid
BIL0015158,3097-NNSPB,2026-08,2026-08-01,2026-08-16,49.05,0.0,0.0,8.83,57.88,Paid
BIL0015159,7771-ZONAT,2026-08,2026-08-01,2026-08-16,56.75,0.0,50.0,1.21,7.96,Paid
BIL0015160,0655-RBDUG,2026-08,2026-08-01,2026-08-16,98.05,150.0,50.0,35.65,233.7,Paid
BIL0015161,2111-DWYHN,2026-08,2026-08-01,2026-08-16,21.1,100.0,25.0,17.3,113.4,Paid
BIL0015162,4194-WHFCB,2026-08,2026-08-01,2026-08-16,96.65,0.0,0.0,17.4,114.05,Pending
BIL0015163,4121-AGSIN,2026-08,2026-08-01,2026-08-16,24.5,0.0,25.0,0.0,0.0,Paid
BIL0015164,4361-BKAXE,2026-08,2026-08-01,2026-08-16,114.5,100.0,50.0,29.61,194.11,Paid
BIL0015165,9845-PEEKO,2026-08,2026-08-01,2026-08-16,79.2,0.0,25.0,9.76,63.96,Paid
BIL0015166,0455-XFASS,2026-08,2026-08-01,2026-08-16,69.55,0.0,0.0,12.52,82.07,Overdue
BIL0015167,0301-KOBTQ,2026-08,2026-08-01,2026-08-16,20.05,100.0,0.0,21.61,141.66,Paid
BIL0015168,1751-NCDLI,2026-08,2026-08-01,2026-08-16,98.85,150.0,0.0,44.79,293.64,Paid
BIL0015169,4367-NUYAO,2026-08,2026-08-01,2026-08-16,25.75,0.0,0.0,4.63,30.38,Paid
BIL0015170,9878-TNQGW,2026-08,2026-08-01,2026-08-16,80.95,150.0,0.0,41.57,272.52,Paid
BIL0015171,9170-ARBTB,2026-08,2026-08-01,2026-08-16,19.6,100.0,25.0,17.03,111.63,Paid
BIL0015172,4441-NIHPT,2026-08,2026-08-01,2026-08-16,74.3,0.0,50.0,4.37,28.67,Paid
BIL0015173,8999-BOHSE,2026-08,2026-08-01,2026-08-16,89.7,100.0,25.0,29.65,194.35,Paid
BIL0015174,7241-AJHFS,2026-08,2026-08-01,2026-08-16,87.65,0.0,0.0,15.78,103.43,Pending
BIL0015175,7029-RPUAV,2026-08,2026-08-01,2026-08-16,100.45,50.0,50.0,18.08,118.53,Paid
BIL0015176,4546-FOKWR,2026-08,2026-08-01,2026-08-16,74.75,100.0,0.0,31.45,206.2,Paid
BIL0015177,9036-CSKBW,2026-08,2026-08-01,2026-08-16,107.45,0.0,0.0,19.34,126.79,Paid
BIL0015178,5832-TRLPB,2026-08,2026-08-01,2026-08-16,75.35,50.0,50.0,13.56,88.91,Pending
BIL0015179,8590-YFFQO,2026-08,2026-08-01,2026-08-16,64.95,0.0,0.0,11.69,76.64,Paid
