usage_id,customer_id,usage_date,tower_id,voice_minutes,data_usage_mb,data_usage_gb,sms_count,is_roaming
USG00010595,5177-RVZNU,2026-08-25,TWR00019,180,4181.51,4.084,23,False
USG00010596,6650-BWFRT,2026-08-25,TWR00084,25,381.92,0.373,14,False
USG00010597,0585-EGDDA,2026-08-25,TWR00065,22,3221.79,3.146,14,False
USG00010598,0481-SUMCB,2026-08-25,TWR00078,162,3198.79,3.124,10,False
USG00010599,8120-JDCAM,2026-08-25,TWR00028,61,4101.71,4.006,18,False
USG00010600,2929-QNSRW,2026-08-25,TWR00003,92,547.03,0.534,21,False
USG00010601,9391-YZEJW,2026-08-25,TWR00023,133,4383.63,4.281,12,False
USG00010602,3482-ABPKK,2026-08-25,TWR00092,7,3047.71,2.976,23,False
USG00010603,7353-YOWFP,2026-08-25,TWR00027,171,2825.59,2.759,13,False
USG00010604,2884-GBPFB,2026-08-25,TWR00070,98,4035.47,3.941,3,False
USG00010605,2626-URJFX,2026-08-25,TWR00025,44,2533.83,2.474,14,False
USG00010606,8993-IZEUX,2026-08-25,TWR00070,45,1936.85,1.891,24,False
USG00010607,1555-HAPSU,2026-08-25,TWR00095,166,432.59,0.422,1,False
USG00010608,9451-WLYRI,2026-08-25,TWR00030,114,3836.93,3.747,11,False
USG00010609,9940-HPQPG,2026-08-25,TWR00026,79,271.9,0.266,21,False
USG00010610,0003-MKNFE,2026-08-25,TWR00042,172,2028.36,1.981,13,False
USG00010611,8922-NPKBJ,2026-08-25,TWR00058,45,2956.07,2.887,14,False
USG00010612,6313-GIDIT,2026-08-25,TWR00035,115,1798.87,1.757,10,False
USG00010613,6504-VBLFL,2026-08-25,TWR00064,145,2598.47,2.538,9,False
USG00010614,2903-YYTBW,2026-08-25,TWR00061,164,3690.36,3.604,10,True
USG00010615,5318-IXUZF,2026-08-25,TWR00068,72,2798.42,2.733,9,False
USG00010616,6322-PJJDJ,2026-08-25,TWR00049,139,3305.31,3.228,24,False
USG00010617,6599-CEBNN,2026-08-25,TWR00018,84,3081.31,3.009,10,False
USG00010618,5339-TJFEK,2026-08-25,TWR00060,41,1813.15,1.771,20,False
USG00010619,3606-SBKRY,2026-08-25,TWR00097,71,1912.49,1.868,17,False
USG00010620,6586-MYGKD,2026-08-25,TWR00005,173,3165.57,3.091,1,False
USG00010621,2460-NGXBJ,2026-08-25,TWR00060,80,999.64,0.976,19,False
USG00010622,4067-HLYQI,2026-08-25,TWR00013,95,391.1,0.382,16,False
USG00010623,4523-WXCEF,2026-08-25,TWR00077,88,4017.99,3.924,20,False
USG00010624,3331-HQDTW,2026-08-25,TWR00057,169,2692.81,2.63,2,False
USG00010625,0259-GBZSH,2026-08-25,TWR00019,32,1980.6,1.934,18,False
USG00010626,0835-DUUIQ,2026-08-25,TWR00027,66,2955.34,2.886,12,False
USG00010627,6484-LATFU,2026-08-25,TWR00018,75,136.25,0.133,0,False
USG00010628,6551-GNYDG,2026-08-25,TWR00027,39,896.9,0.876,18,False
USG00010629,0345-XMMUG,2026-08-25,TWR00041,93,2605.51,2.544,18,False
USG00010630,9053-JZFKV,2026-08-25,TWR00005,160,3475.81,3.394,5,False
USG00010631,8984-HPEMB,2026-08-25,TWR00095,158,3581.94,3.498,19,False
USG00010632,4950-HKQTE,2026-08-25,TWR00032,161,4163.3,4.066,5,False
USG00010633,1814-WFGVS,2026-08-25,TWR00013,34,2097.67,2.049,13,False
USG00010634,2284-VFLKH,2026-08-25,TWR00093,2,2237.49,2.185,7,False
USG00010635,2404-JIBFC,2026-08-25,TWR00064,66,4489.64,4.384,17,False
USG00010636,4747-LCAQL,2026-08-25,TWR00043,94,1975.21,1.929,10,False
USG00010637,1852-QSWCD,2026-08-25,TWR00023,87,3868.53,3.778,7,False
USG00010638,3027-YNWZU,2026-08-25,TWR00083,114,3153.71,3.08,14,False
USG00010639,2774-LVQUS,2026-08-25,TWR00093,160,3620.03,3.535,3,False
USG00010640,9253-QXKBE,2026-08-25,TWR00061,55,3475.88,3.394,2,False
USG00010641,7940-UQQUG,2026-08-25,TWR00057,144,1802.28,1.76,8,True
USG00010642,6869-FGJJC,2026-08-25,TWR00067,65,2287.19,2.234,14,False
USG00010643,9938-TKDGL,2026-08-25,TWR00092,10,4474.78,4.37,1,False
USG00010644,3398-FSHON,2026-08-25,TWR00087,49,2123.37,2.074,8,False
USG00010645,7188-CBBBA,2026-08-25,TWR00014,151,4238.01,4.139,4,False
USG00010646,5702-KVQRD,2026-08-25,TWR00026,16,1367.37,1.335,11,False
USG00010647,1813-JLKWR,2026-08-25,TWR00042,116,2932.92,2.864,17,False
USG00010648,6857-TKDJV,2026-08-25,TWR00016,84,3612.75,3.528,12,False
USG00010649,3370-GQEAL,2026-08-25,TWR00067,127,3780.61,3.692,10,False
USG00010650,5204-HMGYF,2026-08-25,TWR00056,24,564.22,0.551,2,False
USG00010651,5995-LFTLE,2026-08-25,TWR00079,31,3275.8,3.199,21,False
USG00010652,3824-RHKVR,2026-08-25,TWR00008,173,248.98,0.243,21,False
USG00010653,7868-BGSZA,2026-08-25,TWR00022,83,2210.61,2.159,7,False
USG00010654,2907-ILJBN,2026-08-25,TWR00049,112,3002.76,2.932,9,False
USG00010655,9926-PJHDQ,2026-08-25,TWR00023,3,728.9,0.712,2,True
USG00010656,3003-CMDUU,2026-08-25,TWR00056,8,3876.92,3.786,9,False
USG00010657,0731-EBJQB,2026-08-25,TWR00031,153,4365.48,4.263,25,False
USG00010658,4195-SMMNX,2026-08-25,TWR00068,52,1717.54,1.677,1,True
USG00010659,3199-NPKCN,2026-08-25,TWR00010,132,2466.19,2.408,19,False
USG00010660,9975-SKRNR,2026-08-25,TWR00079,109,2975.06,2.905,8,False
USG00010661,0786-VSSUD,2026-08-25,TWR00035,82,1807.0,1.765,11,False
USG00010662,3756-VNWDH,2026-08-25,TWR00024,174,490.85,0.479,16,False
USG00010663,5605-XNWEN,2026-08-25,TWR00012,171,1493.93,1.459,17,True
USG00010664,5349-AZPEW,2026-08-25,TWR00076,54,407.68,0.398,2,False
USG00010665,0308-IVGOK,2026-08-25,TWR00091,152,3762.25,3.674,17,True
USG00010666,2890-WFBHU,2026-08-25,TWR00066,174,3387.93,3.309,0,False
USG00010667,6729-FZWSY,2026-08-25,TWR00015,170,3676.8,3.591,5,False
USG00010668,6072-NUQCB,2026-08-25,TWR00007,36,1740.84,1.7,25,False
USG00010669,2037-XJFUP,2026-08-25,TWR00037,28,700.9,0.684,18,False
USG00010670,6968-GMKPR,2026-08-25,TWR00078,51,4423.04,4.319,7,False
USG00010671,3884-UEBXB,2026-08-25,TWR00016,40,924.85,0.903,5,False
USG00010672,1910-FMXJM,2026-08-25,TWR00014,45,854.46,0.834,7,True
USG00010673,0841-NULXI,2026-08-25,TWR00065,109,1183.55,1.156,10,False
USG00010674,4825-FUREZ,2026-08-25,TWR00018,17,1035.99,1.012,7,False
USG00010675,2804-ETQDK,2026-08-25,TWR00059,102,1151.06,1.124,20,False
USG00010676,1518-OMDIK,2026-08-25,TWR00061,37,2268.61,2.215,2,False
USG00010677,5825-XJOCM,2026-08-25,TWR00009,144,2030.97,1.983,13,False
USG00010678,4631-OACRM,2026-08-25,TWR00031,120,2720.2,2.656,20,False
USG00010679,8317-BVKSO,2026-08-25,TWR00015,160,3994.24,3.901,12,False
USG00010680,4760-XOHVN,2026-08-25,TWR00078,177,3200.62,3.126,5,False
USG00010681,3845-JHAMY,2026-08-25,TWR00081,178,2182.71,2.132,6,False
USG00010682,5650-YLIBA,2026-08-25,TWR00018,71,2207.33,2.156,17,False
USG00010683,5201-FRKKS,2026-08-25,TWR00067,98,521.5,0.509,25,True
USG00010684,0305-SQECB,2026-08-25,TWR00096,23,3781.99,3.693,20,False
USG00010685,2320-SLKMB,2026-08-25,TWR00068,157,153.89,0.15,9,False
USG00010686,8640-SDGKB,2026-08-25,TWR00017,42,53.41,0.052,19,False
USG00010687,1932-UEDCX,2026-08-25,TWR00090,135,1485.02,1.45,11,False
USG00010688,7317-GGVPB,2026-08-25,TWR00098,38,633.37,0.619,10,False
USG00010689,4686-UXDML,2026-08-25,TWR00037,66,2500.77,2.442,21,False
USG00010690,4817-VYYWS,2026-08-25,TWR00038,10,538.38,0.526,8,False
USG00010691,2055-SIFSS,2026-08-25,TWR00039,18,2647.98,2.586,24,False
USG00010692,9398-MMQTO,2026-08-25,TWR00072,141,1926.3,1.881,10,False
USG00010693,3584-WKTTW,2026-08-25,TWR00044,2,2463.9,2.406,20,False
USG00010694,6402-EJMWF,2026-08-25,TWR00029,135,1607.72,1.57,19,False
USG00010695,6351-SCJKT,2026-08-25,TWR00061,112,183.15,0.179,19,False
USG00010696,9747-DDZOS,2026-08-25,TWR00017,58,3165.61,3.091,19,False
USG00010697,2990-HWIML,2026-08-25,TWR00018,120,501.9,0.49,6,False
USG00010698,5955-ERIHD,2026-08-25,TWR00077,20,2452.73,2.395,11,True
USG00010699,4188-PCPIG,2026-08-25,TWR00074,72,3189.09,3.114,16,False
USG00010700,6122-EFVKN,2026-08-25,TWR00065,133,688.16,0.672,6,False
USG00010701,7567-ECMCM,2026-08-25,TWR00096,66,2013.83,1.967,10,False
USG00010702,1474-JUWSM,2026-08-25,TWR00021,68,3904.11,3.813,4,False
USG00010703,4818-DRBQT,2026-08-25,TWR00009,138,1345.47,1.314,15,False
USG00010704,3334-CTHOL,2026-08-25,TWR00039,103,1064.51,1.04,14,False
USG00010705,3197-NNYNB,2026-08-25,TWR00055,39,2700.58,2.637,14,False
USG00010706,2452-SNHFZ,2026-08-25,TWR00067,168,4085.34,3.99,0,False
USG00010707,2873-ZLIWT,2026-08-25,TWR00083,95,3761.73,3.674,1,False
USG00010708,4821-SJHJV,2026-08-25,TWR00038,160,1857.3,1.814,25,True
USG00010709,4589-IUAJB,2026-08-25,TWR00098,167,1670.7,1.632,13,False
USG00010710,6861-OKBCE,2026-08-25,TWR00006,73,4225.23,4.126,13,False
USG00010711,3518-PZXZQ,2026-08-25,TWR00014,156,1773.47,1.732,24,True
USG00010712,8727-JQFHV,2026-08-25,TWR00050,86,3451.58,3.371,19,False
USG00010713,8857-CUPFQ,2026-08-25,TWR00044,87,287.81,0.281,22,False
USG00010714,8992-JQYUN,2026-08-25,TWR00046,5,774.39,0.756,23,False
USG00010715,2466-FCCPT,2026-08-25,TWR00081,89,2130.36,2.08,15,False
USG00010716,8573-CGOCC,2026-08-25,TWR00068,57,1670.25,1.631,24,False
USG00010717,1093-YSWCA,2026-08-25,TWR00088,108,4241.05,4.142,21,False
USG00010718,4283-FUTGF,2026-08-25,TWR00036,44,2177.41,2.126,16,False
USG00010719,3174-RKMOW,2026-08-25,TWR00044,77,1772.0,1.73,4,False
USG00010720,9761-XUJWD,2026-08-25,TWR00027,141,1103.24,1.077,15,True
USG00010721,6959-GQEGV,2026-08-25,TWR00009,161,1433.58,1.4,24,False
USG00010722,3454-JFUBC,2026-08-25,TWR00017,121,784.87,0.766,20,False
USG00010723,3351-NGXYI,2026-08-25,TWR00016,108,2880.42,2.813,0,True
USG00010724,8739-XNIKG,2026-08-25,TWR00021,114,2518.32,2.459,7,False
USG00010725,3308-JSGML,2026-08-25,TWR00048,177,3816.89,3.727,5,False
USG00010726,5442-XSDCW,2026-08-25,TWR00091,97,219.41,0.214,22,False
USG00010727,2645-QTLMB,2026-08-25,TWR00042,12,3132.99,3.06,25,False
USG00010728,5602-BVFMK,2026-08-25,TWR00095,82,1429.73,1.396,24,False
USG00010729,1502-XFCVR,2026-08-25,TWR00093,0,1846.26,1.803,23,False
USG00010730,8246-SHFGA,2026-08-25,TWR00092,1,1293.5,1.263,18,False
USG00010731,0011-IGKFF,2026-08-25,TWR00081,26,3198.17,3.123,11,False
USG00010732,6905-NIQIN,2026-08-25,TWR00006,77,898.5,0.877,8,False
USG00010733,9332-GYWLO,2026-08-25,TWR00076,25,2049.1,2.001,5,False
USG00010734,8584-KMVXD,2026-08-25,TWR00092,88,1932.05,1.887,7,False
USG00010735,2073-QBVBI,2026-08-25,TWR00012,152,3214.11,3.139,15,False
USG00010736,0862-PRCBS,2026-08-25,TWR00006,6,463.3,0.452,4,False
USG00010737,8763-KIAFH,2026-08-25,TWR00034,132,1955.41,1.91,5,False
USG00010738,3496-LFSZU,2026-08-25,TWR00097,14,316.87,0.309,5,False
USG00010739,4706-DGAHW,2026-08-25,TWR00031,149,3984.17,3.891,17,True
USG00010740,4776-XSKYQ,2026-08-25,TWR00070,125,66.54,0.065,17,False
USG00010741,5118-MUEYH,2026-08-25,TWR00025,92,535.53,0.523,14,False
USG00010742,9931-KGHOA,2026-08-25,TWR00099,101,2583.95,2.523,15,False
USG00010743,9885-CSMWE,2026-08-25,TWR00011,83,672.39,0.657,21,False
USG00010744,6664-FPDAC,2026-08-25,TWR00030,94,520.13,0.508,3,False
USG00010745,0516-UXRMT,2026-08-25,TWR00082,18,4139.12,4.042,17,True
USG00010746,7856-GANIL,2026-08-25,TWR00082,13,1739.93,1.699,9,False
USG00010747,0520-FDVVT,2026-08-25,TWR00029,77,2677.21,2.614,14,False
USG00010748,5730-RIITO,2026-08-25,TWR00082,166,2263.55,2.21,9,True
USG00010749,4123-FCVCB,2026-08-25,TWR00012,119,3971.59,3.879,20,True
USG00010750,4623-ZKHLY,2026-08-25,TWR00044,59,3285.75,3.209,19,False
USG00010751,3374-TTZTK,2026-08-25,TWR00022,161,2253.61,2.201,1,False
USG00010752,0103-CSITQ,2026-08-25,TWR00042,79,3471.3,3.39,1,False
USG00010753,4412-YLTKF,2026-08-25,TWR00009,36,3013.88,2.943,0,False
USG00010754,8164-OCKUJ,2026-08-25,TWR00005,16,786.29,0.768,1,False
USG00010755,1325-USMEC,2026-08-25,TWR00033,136,431.05,0.421,14,False
USG00010756,5748-RNCJT,2026-08-25,TWR00055,59,1942.93,1.897,21,True
USG00010757,9812-GHVRI,2026-08-25,TWR00065,52,3622.01,3.537,14,False
USG00010758,1074-WVEVG,2026-08-25,TWR00013,169,1955.04,1.909,5,False
USG00010759,6463-HHXJR,2026-08-25,TWR00011,123,621.63,0.607,25,False
USG00010760,3415-TAILE,2026-08-25,TWR00033,136,714.66,0.698,24,False
USG00010761,3279-DYZQM,2026-08-25,TWR00094,63,401.93,0.393,25,False
USG00010762,3752-CQSJI,2026-08-25,TWR00027,24,3463.22,3.382,0,False
USG00010763,5396-IZEPB,2026-08-25,TWR00037,156,823.61,0.804,7,False
USG00010764,8111-SLLHI,2026-08-25,TWR00015,17,1576.07,1.539,6,False
USG00010765,6164-HAQTX,2026-08-25,TWR00084,146,2857.74,2.791,19,False
USG00010766,6285-FTQBF,2026-08-25,TWR00098,177,1026.02,1.002,0,False
USG00010767,1754-GKYPY,2026-08-25,TWR00087,40,3155.22,3.081,2,False
USG00010768,8835-VSDSE,2026-08-25,TWR00040,18,1933.04,1.888,23,False
USG00010769,2181-TIDSV,2026-08-25,TWR00075,67,2912.81,2.845,10,False
USG00010770,3423-HHXAO,2026-08-25,TWR00044,108,4487.74,4.383,21,False
USG00010771,5832-EXGTT,2026-08-25,TWR00066,97,1419.38,1.386,20,False
USG00010772,2709-UQGNP,2026-08-25,TWR00052,37,562.75,0.55,23,False
USG00010773,3227-WLKLI,2026-08-25,TWR00016,130,2704.52,2.641,6,True
USG00010774,7392-YYPYJ,2026-08-25,TWR00086,85,1704.01,1.664,24,False
USG00010775,5519-TEEUH,2026-08-25,TWR00060,17,1376.18,1.344,24,False
USG00010776,7483-IQWIB,2026-08-25,TWR00087,77,1335.36,1.304,13,False
USG00010777,1086-LXKFY,2026-08-25,TWR00081,105,1908.72,1.864,21,False
USG00010778,4226-KKDON,2026-08-25,TWR00051,100,3370.08,3.291,20,False
USG00010779,2773-OVBPK,2026-08-25,TWR00040,150,480.38,0.469,25,False
USG00010780,6344-SFJVH,2026-08-25,TWR00041,36,1604.79,1.567,14,False
USG00010781,4615-PIVVU,2026-08-25,TWR00006,22,3764.25,3.676,24,False
USG00010782,9489-DEDVP,2026-08-25,TWR00091,136,536.36,0.524,16,False
USG00010783,9505-SQFSW,2026-08-25,TWR00037,163,4333.43,4.232,13,False
USG00010784,5879-SESNB,2026-08-25,TWR00056,165,2496.98,2.438,12,False
USG00010785,6892-BOGQE,2026-08-25,TWR00029,108,1474.22,1.44,22,False
USG00010786,4670-TABXH,2026-08-25,TWR00040,55,3504.26,3.422,22,False
USG00010787,0206-TBWLC,2026-08-25,TWR00036,174,3695.8,3.609,6,False
USG00010788,6778-JFCMK,2026-08-25,TWR00083,165,3192.49,3.118,16,False
USG00010789,7108-DGVUU,2026-08-25,TWR00025,15,420.99,0.411,13,False
USG00010790,4500-HKANN,2026-08-25,TWR00036,46,4405.58,4.302,1,True
USG00010791,6322-HRPFA,2026-08-25,TWR00089,41,1244.04,1.215,21,False
USG00010792,5499-ECUTN,2026-08-25,TWR00031,114,1022.45,0.998,14,False
USG00010793,0661-KQHNK,2026-08-25,TWR00094,30,4151.41,4.054,19,False
USG00010794,6851-WEFYX,2026-08-25,TWR00032,94,267.04,0.261,16,True
USG00010795,8980-WQFWL,2026-08-25,TWR00066,91,1122.36,1.096,15,False
USG00010796,8111-RKSPX,2026-08-25,TWR00043,176,4256.49,4.157,11,False
USG00010797,8329-IBCTI,2026-08-25,TWR00072,40,4334.05,4.232,13,False
USG00010798,5174-ITUMV,2026-08-25,TWR00014,103,3954.89,3.862,8,False
USG00010799,2696-ECXKC,2026-08-25,TWR00059,34,2062.06,2.014,2,False
USG00010800,8000-REIQB,2026-08-25,TWR00037,134,623.26,0.609,16,True
USG00010801,1032-MAELW,2026-08-25,TWR00011,157,2681.56,2.619,12,False
USG00010802,2302-ANTDP,2026-08-25,TWR00054,166,1352.62,1.321,24,False
USG00010803,0301-KOBTQ,2026-08-25,TWR00045,163,2038.31,1.991,3,False
USG00010804,8150-QUDFX,2026-08-25,TWR00076,9,3830.75,3.741,7,False
USG00010805,5981-ITEMU,2026-08-25,TWR00096,73,1606.76,1.569,17,True
USG00010806,6719-FGEDO,2026-08-25,TWR00015,22,2204.74,2.153,20,False
USG00010807,0135-NMXAP,2026-08-25,TWR00030,142,522.87,0.511,19,False
USG00010808,2933-XEUJM,2026-08-25,TWR00009,121,1576.76,1.54,3,False
USG00010809,6133-OZILE,2026-08-25,TWR00057,127,3814.27,3.725,24,True
USG00010810,8393-JMVMB,2026-08-25,TWR00096,10,515.34,0.503,23,False
USG00010811,9591-YVTEB,2026-08-25,TWR00083,65,3842.28,3.752,4,False
USG00010812,4860-YZGZM,2026-08-25,TWR00051,99,3480.02,3.398,15,False
USG00010813,9788-HNGUT,2026-08-25,TWR00014,81,1881.83,1.838,12,False
USG00010814,0983-TATYJ,2026-08-25,TWR00069,16,1248.91,1.22,3,False
USG00010815,5686-CMAWK,2026-08-25,TWR00021,9,690.66,0.674,24,False
USG00010816,4580-TMHJU,2026-08-25,TWR00092,33,4407.72,4.304,19,False
USG00010817,0201-MIBOL,2026-08-25,TWR00051,37,1111.82,1.086,20,False
USG00010818,1266-NZYUI,2026-08-25,TWR00043,25,937.26,0.915,22,True
USG00010819,6289-CPNLD,2026-08-25,TWR00015,67,3053.54,2.982,16,False
USG00010820,9146-JRIOX,2026-08-25,TWR00018,104,1895.3,1.851,21,False
USG00010821,4710-NKCAW,2026-08-25,TWR00059,11,476.56,0.465,22,False
USG00010822,4322-RCYMT,2026-08-25,TWR00082,55,1652.39,1.614,16,True
USG00010823,1485-YDHMM,2026-08-25,TWR00001,37,3513.22,3.431,6,False
USG00010824,0674-DGMAQ,2026-08-25,TWR00079,58,3049.46,2.978,4,False
USG00010825,3807-BPOMJ,2026-08-25,TWR00090,143,3114.09,3.041,25,False
USG00010826,2408-PSJVE,2026-08-25,TWR00082,104,3738.27,3.651,9,False
USG00010827,7435-ZNUYY,2026-08-25,TWR00075,168,1190.01,1.162,7,False
USG00010828,2080-SRCDE,2026-08-25,TWR00100,168,2241.81,2.189,5,False
USG00010829,3034-ZBEQN,2026-08-25,TWR00007,98,3719.72,3.633,19,False
USG00010830,1544-JJMYL,2026-08-25,TWR00045,84,2528.54,2.469,15,False
USG00010831,4430-UZIPO,2026-08-25,TWR00089,82,3698.77,3.612,22,False
USG00010832,3724-BSCVH,2026-08-25,TWR00055,172,3581.21,3.497,21,False
USG00010833,7410-KTVFV,2026-08-25,TWR00029,63,4171.13,4.073,3,False
USG00010834,5960-MVTUK,2026-08-25,TWR00035,61,3765.64,3.677,21,False
USG00010835,3071-VBYPO,2026-08-25,TWR00009,10,4253.5,4.154,22,False
USG00010836,5117-IFGPS,2026-08-25,TWR00049,38,2082.8,2.034,16,False
USG00010837,9717-QEBGU,2026-08-25,TWR00047,116,4474.27,4.369,4,False
USG00010838,0831-JNISG,2026-08-25,TWR00009,133,156.11,0.152,15,False
USG00010839,8060-HIWJJ,2026-08-25,TWR00100,53,1454.19,1.42,5,False
USG00010840,9970-QBCDA,2026-08-25,TWR00014,106,3096.35,3.024,17,False
USG00010841,6174-NRBTZ,2026-08-25,TWR00017,152,3163.18,3.089,19,False
USG00010842,4597-ELFTS,2026-08-25,TWR00084,45,2882.16,2.815,14,False
USG00010843,1608-GMEWB,2026-08-25,TWR00027,90,2128.86,2.079,11,False
USG00010844,4343-EJVQB,2026-08-25,TWR00027,136,3140.82,3.067,14,False
USG00010845,8050-DVOJX,2026-08-25,TWR00083,121,4217.64,4.119,6,False
USG00010846,9766-HGEDE,2026-08-25,TWR00079,66,3023.01,2.952,3,False
USG00010847,9508-ILZDG,2026-08-25,TWR00079,34,2190.62,2.139,18,False
USG00010848,3920-HIHMQ,2026-08-25,TWR00071,15,2517.68,2.459,3,False
USG00010849,3744-ZRRDZ,2026-08-25,TWR00047,51,1503.46,1.468,18,False
USG00010850,7410-YTJIK,2026-08-25,TWR00085,78,4284.3,4.184,16,False
USG00010851,2921-XWDJH,2026-08-25,TWR00011,47,3034.65,2.964,7,False
USG00010852,7684-XSZIY,2026-08-25,TWR00032,163,3693.26,3.607,14,False
USG00010853,3878-AVSOQ,2026-08-25,TWR00009,120,3302.54,3.225,24,False
USG00010854,9661-JALZV,2026-08-25,TWR00044,152,1643.12,1.605,23,False
USG00010855,9739-JLPQJ,2026-08-25,TWR00005,133,1119.44,1.093,18,False
USG00010856,7752-XUSCI,2026-08-25,TWR00064,147,1137.5,1.111,1,False
USG00010857,5902-WBLSE,2026-08-25,TWR00039,54,3079.92,3.008,10,False
USG00010858,5010-IPEAQ,2026-08-25,TWR00078,147,3091.82,3.019,4,True
USG00010859,4872-VXRIL,2026-08-25,TWR00020,40,2345.11,2.29,16,False
USG00010860,7205-BAIAD,2026-08-25,TWR00016,145,2241.71,2.189,22,False
USG00010861,4361-JEIVL,2026-08-25,TWR00092,53,3110.23,3.037,13,False
USG00010862,7065-YUNRY,2026-08-25,TWR00019,90,3989.81,3.896,23,False
USG00010863,6437-UDQJM,2026-08-25,TWR00019,176,633.57,0.619,17,False
USG00010864,4837-QUSFT,2026-08-25,TWR00018,54,2876.69,2.809,24,False
USG00010865,4883-QICIH,2026-08-25,TWR00079,42,1403.18,1.37,2,False
USG00010866,0557-ASKVU,2026-08-25,TWR00009,37,253.22,0.247,0,False
USG00010867,1926-QUZNN,2026-08-25,TWR00055,19,1990.67,1.944,0,False
USG00010868,9853-JFZDU,2026-08-25,TWR00074,87,996.39,0.973,9,False
USG00010869,2039-JONDJ,2026-08-25,TWR00002,95,592.23,0.578,20,False
USG00010870,2034-CGRHZ,2026-08-25,TWR00029,49,1212.43,1.184,20,False
USG00010871,7854-FOKSF,2026-08-25,TWR00014,89,683.72,0.668,5,False
USG00010872,1135-LMECX,2026-08-25,TWR00097,105,1114.02,1.088,9,False
USG00010873,1996-DBMUS,2026-08-25,TWR00024,82,191.4,0.187,6,False
USG00010874,6691-CCIHA,2026-08-25,TWR00047,14,3229.27,3.154,7,False
USG00010875,8318-LCNBW,2026-08-25,TWR00012,13,3618.5,3.534,22,False
USG00010876,4847-QNOKA,2026-08-25,TWR00032,163,3290.94,3.214,8,False
USG00010877,5774-QPLTF,2026-08-25,TWR00023,52,2982.31,2.912,13,False
USG00010878,6418-HNFED,2026-08-25,TWR00027,128,1774.8,1.733,1,False
USG00010879,1707-HABPF,2026-08-25,TWR00069,139,3859.71,3.769,5,False
USG00010880,5108-ADXWO,2026-08-25,TWR00047,59,317.32,0.31,18,True
USG00010881,6244-BESBM,2026-08-25,TWR00065,22,3699.74,3.613,22,False
USG00010882,8404-GFGCZ,2026-08-25,TWR00097,88,3185.26,3.111,14,True
USG00010883,5724-BIDBU,2026-08-25,TWR00044,124,789.38,0.771,5,False
USG00010884,8663-UPDGF,2026-08-25,TWR00091,25,4489.98,4.385,10,False
USG00010885,3192-LNKRK,2026-08-25,TWR00041,60,199.88,0.195,18,False
USG00010886,7576-OYWBN,2026-08-25,TWR00040,30,285.63,0.279,8,False
USG00010887,3902-FOIGH,2026-08-25,TWR00039,84,2351.5,2.296,12,False
USG00010888,2087-QAREY,2026-08-25,TWR00003,68,721.03,0.704,19,False
USG00010889,4010-YLMVT,2026-08-25,TWR00007,162,186.83,0.182,5,False
USG00010890,2782-LFZVW,2026-08-25,TWR00094,59,2153.76,2.103,12,False
USG00010891,7576-JMYWV,2026-08-25,TWR00031,45,3174.55,3.1,0,False
USG00010892,0504-HHAPI,2026-08-25,TWR00097,134,3640.46,3.555,14,False
USG00010893,2789-CZANW,2026-08-25,TWR00093,87,1892.85,1.848,18,False
USG00010894,5734-EJKXG,2026-08-25,TWR00080,74,3109.59,3.037,0,False
USG00010895,1017-FBQMM,2026-08-25,TWR00049,141,89.95,0.088,0,False
USG00010896,4808-YNLEU,2026-08-25,TWR00100,160,1582.84,1.546,22,False
USG00010897,0975-VOOVL,2026-08-25,TWR00096,91,306.3,0.299,4,False
USG00010898,7225-IILWY,2026-08-25,TWR00007,179,412.27,0.403,17,False
USG00010899,2632-UCGVD,2026-08-25,TWR00087,5,3287.95,3.211,25,False
USG00010900,2750-BJLSB,2026-08-25,TWR00075,77,3891.51,3.8,2,False
USG00010901,0064-YIJGF,2026-08-25,TWR00063,94,3580.05,3.496,20,False
USG00010902,5553-AOINX,2026-08-25,TWR00064,115,4207.13,4.109,2,False
USG00010903,5652-MSDEY,2026-08-25,TWR00020,125,2273.63,2.22,18,False
USG00010904,5624-BQSSA,2026-08-25,TWR00003,14,3697.61,3.611,14,False
USG00010905,2882-DDZPG,2026-08-25,TWR00095,94,3452.06,3.371,19,False
USG00010906,3635-QQRQD,2026-08-25,TWR00032,44,688.8,0.673,0,False
USG00010907,6745-JEFZB,2026-08-25,TWR00098,146,4103.87,4.008,4,False
USG00010908,0572-ZJKLT,2026-08-25,TWR00078,49,2268.77,2.216,2,True
USG00010909,9360-OMDZZ,2026-08-25,TWR00071,142,4042.61,3.948,4,False
USG00010910,8775-ERLNB,2026-08-25,TWR00039,148,941.31,0.919,4,False
USG00010911,2694-CIUMO,2026-08-25,TWR00025,123,4422.28,4.319,19,False
USG00010912,3537-HPKQT,2026-08-25,TWR00057,15,2844.21,2.778,18,False
USG00010913,3347-YJZZE,2026-08-25,TWR00045,96,269.41,0.263,1,False
USG00010914,7860-UXCRM,2026-08-25,TWR00046,89,4158.08,4.061,20,True
USG00010915,0289-IVARM,2026-08-25,TWR00094,89,259.76,0.254,19,False
USG00010916,6961-VCPMC,2026-08-25,TWR00044,148,4126.04,4.029,23,False
USG00010917,0742-MOABM,2026-08-25,TWR00004,125,514.53,0.502,20,True
USG00010918,6551-VLJMV,2026-08-25,TWR00065,98,3490.9,3.409,13,False
USG00010919,0263-FJTQO,2026-08-25,TWR00082,49,3258.05,3.182,11,False
USG00010920,1241-EZFMJ,2026-08-25,TWR00004,6,1193.73,1.166,25,False
