payment_id,bill_id,customer_id,payment_datetime,amount,payment_method,payment_gateway,transaction_status,transaction_ref
PMT0013397,BIL0014509,7663-ZTEGJ,2026-08-14 14:05:00,59.65,Bank transfer (automatic),Paytm,FAILED,TXN197479215
PMT0013398,BIL0014510,3935-TBRZZ,2026-08-05 08:28:00,30.33,Bank transfer (automatic),Stripe,SUCCESS,TXN782396202
PMT0013399,BIL0014511,8111-BKVDS,2026-08-08 13:25:00,48.03,Electronic check,BillDesk,SUCCESS,TXN219710700
PMT0013400,BIL0014512,2055-SIFSS,2026-08-06 15:08:00,1.95,Debit Card,Razorpay,SUCCESS,TXN819774497
PMT0013401,BIL0014513,2806-MLNTI,2026-08-10 17:09:00,65.02,Debit Card,Paytm,SUCCESS,TXN725438748
PMT0013402,BIL0014514,8734-DKSTZ,2026-08-06 20:09:00,160.42,Net Banking,Paytm,SUCCESS,TXN224837239
PMT0013403,BIL0014515,4360-PNRQB,2026-08-03 14:05:00,89.21,Debit Card,Stripe,SUCCESS,TXN864124585
PMT0013404,BIL0014516,6152-ONASV,2026-08-04 08:24:00,127.73,Bank transfer (automatic),Stripe,SUCCESS,TXN212784730
PMT0013405,BIL0014517,9063-ZGTUY,2026-08-13 16:22:00,22.89,Mailed check,BillDesk,SUCCESS,TXN427624261
PMT0013406,BIL0014518,7781-HVGMK,2026-08-02 09:06:00,17.94,UPI,Razorpay,SUCCESS,TXN499619390
PMT0013407,BIL0014519,2181-UAESM,2026-08-15 12:02:00,33.57,Net Banking,Stripe,SUCCESS,TXN738220628
PMT0013408,BIL0014520,2957-LOLHO,2026-08-06 21:48:00,230.57,Net Banking,Razorpay,SUCCESS,TXN209469567
PMT0013409,BIL0014521,6048-NJXHX,2026-08-11 10:56:00,0.0,Electronic check,Stripe,SUCCESS,TXN271512374
PMT0013410,BIL0014522,2320-SLKMB,2026-08-03 18:27:00,52.45,Debit Card,PhonePe,SUCCESS,TXN607471195
PMT0013411,BIL0014523,4980-URKXC,2026-08-10 10:36:00,0.0,Credit Card,Stripe,SUCCESS,TXN965629260
PMT0013412,BIL0014524,4376-KFVRS,2026-08-04 09:44:00,134.58,Mailed check,Paytm,SUCCESS,TXN360792903
PMT0013413,BIL0014525,5886-VLQVU,2026-08-04 18:57:00,165.02,Net Banking,PhonePe,SUCCESS,TXN192186841
PMT0013414,BIL0014526,3577-AMVUX,2026-08-12 08:01:00,64.96,Credit Card,PhonePe,SUCCESS,TXN249321825
PMT0013415,BIL0014527,0771-WLCLA,2026-08-06 14:31:00,310.28,UPI,Razorpay,SUCCESS,TXN317500546
PMT0013416,BIL0014528,5628-RKIFK,2026-08-13 19:55:00,237.83,Net Banking,Stripe,SUCCESS,TXN538970839
PMT0013417,BIL0014529,0206-TBWLC,2026-08-06 16:39:00,135.29,Net Banking,Stripe,SUCCESS,TXN158814032
PMT0013418,BIL0014530,2937-FTHUR,2026-08-10 22:04:00,194.46,Bank transfer (automatic),Paytm,SUCCESS,TXN879702461
PMT0013419,BIL0014531,1910-FMXJM,2026-08-07 14:18:00,94.87,Debit Card,Stripe,SUCCESS,TXN746571569
PMT0013420,BIL0014532,7752-XUSCI,2026-08-11 10:32:00,95.46,Credit Card,Razorpay,SUCCESS,TXN765270141
PMT0013421,BIL0014533,4110-PFEUZ,2026-08-09 16:09:00,200.07,Debit Card,Paytm,SUCCESS,TXN947381593
PMT0013422,BIL0014534,0732-OCQOC,2026-08-11 16:59:00,29.56,Net Banking,Razorpay,FAILED,TXN170638651
PMT0013423,BIL0014536,1090-ESELR,2026-08-10 15:56:00,242.49,Credit Card,PhonePe,SUCCESS,TXN991201824
PMT0013424,BIL0014537,8592-PLTMQ,2026-08-09 15:45:00,29.15,Electronic check,Stripe,SUCCESS,TXN645347564
PMT0013425,BIL0014538,5760-WRAHC,2026-08-12 12:52:00,82.3,Credit Card,Stripe,SUCCESS,TXN614480158
PMT0013426,BIL0014539,8847-GEOOQ,2026-08-11 10:33:00,248.04,Credit Card,BillDesk,FAILED,TXN655759891
PMT0013427,BIL0014540,0256-LTHVJ,2026-08-04 20:22:00,213.64,UPI,PhonePe,SUCCESS,TXN655684935
PMT0013428,BIL0014541,4785-FCIFB,2026-08-10 17:58:00,176.29,Net Banking,BillDesk,SUCCESS,TXN656772637
PMT0013429,BIL0014543,5149-CUZUJ,2026-08-15 20:43:00,50.62,Credit Card,Stripe,SUCCESS,TXN731103521
PMT0013430,BIL0014544,0942-KOWSM,2026-08-04 22:37:00,95.34,Credit Card,PhonePe,SUCCESS,TXN233012178
PMT0013431,BIL0014545,4237-CLSMM,2026-08-02 11:33:00,171.1,Debit Card,Stripe,SUCCESS,TXN534373824
PMT0013432,BIL0014546,1452-VOQCH,2026-08-03 11:12:00,88.62,Mailed check,Stripe,SUCCESS,TXN716268314
PMT0013433,BIL0014547,4719-UMSIY,2026-08-10 16:56:00,23.19,Net Banking,PhonePe,FAILED,TXN596500440
PMT0013434,BIL0014548,6614-VBEGU,2026-08-14 08:00:00,199.95,UPI,BillDesk,SUCCESS,TXN204597317
PMT0013435,BIL0014549,0880-TKATG,2026-08-12 16:28:00,178.36,Mailed check,Paytm,SUCCESS,TXN612718527
PMT0013436,BIL0014550,3811-VBYBZ,2026-08-05 11:08:00,235.76,Net Banking,PhonePe,SUCCESS,TXN282908703
PMT0013437,BIL0014553,9076-AXYIK,2026-08-15 13:18:00,61.48,Net Banking,Razorpay,SUCCESS,TXN908608214
PMT0013438,BIL0014554,5968-XQIVE,2026-08-11 19:07:00,46.85,Credit Card,Paytm,SUCCESS,TXN653671588
PMT0013439,BIL0014555,8896-RAZCR,2026-08-03 15:56:00,52.98,UPI,Stripe,SUCCESS,TXN455642305
PMT0013440,BIL0014556,4640-UHDOS,2026-08-03 11:29:00,7.02,UPI,PhonePe,SUCCESS,TXN694699771
PMT0013441,BIL0014557,4933-IKULF,2026-08-04 11:05:00,0.0,Credit Card,Paytm,SUCCESS,TXN473630343
PMT0013442,BIL0014558,3583-EKAPL,2026-08-12 09:41:00,241.9,Credit Card,Razorpay,SUCCESS,TXN945769725
PMT0013443,BIL0014559,1304-BCCFO,2026-08-14 10:58:00,200.66,Electronic check,Stripe,SUCCESS,TXN368806985
PMT0013444,BIL0014560,4104-PVRPS,2026-08-13 09:27:00,240.25,Debit Card,Paytm,SUCCESS,TXN600938457
PMT0013445,BIL0014561,9399-APLBT,2026-08-10 17:33:00,88.15,Electronic check,Paytm,SUCCESS,TXN156170367
PMT0013446,BIL0014562,2359-KMGLI,2026-08-11 11:52:00,212.7,Bank transfer (automatic),BillDesk,SUCCESS,TXN479038530
PMT0013447,BIL0014563,3780-DDGSE,2026-08-15 09:12:00,266.74,Net Banking,PhonePe,FAILED,TXN431293006
PMT0013448,BIL0014564,4431-EDMIQ,2026-08-04 14:08:00,89.33,Net Banking,PhonePe,SUCCESS,TXN613356876
PMT0013449,BIL0014565,0306-JAELE,2026-08-06 21:52:00,113.4,Credit Card,Razorpay,SUCCESS,TXN391948595
PMT0013450,BIL0014566,6227-HWPWX,2026-08-09 16:33:00,51.92,Electronic check,Stripe,SUCCESS,TXN628809460
PMT0013451,BIL0014568,0447-BEMNG,2026-08-02 14:52:00,230.45,Electronic check,Stripe,FAILED,TXN255386647
PMT0013452,BIL0014569,4612-SSVHJ,2026-08-09 12:46:00,96.11,Bank transfer (automatic),BillDesk,SUCCESS,TXN922199460
PMT0013453,BIL0014570,5168-MQQCA,2026-08-09 21:40:00,157.53,Electronic check,PhonePe,SUCCESS,TXN428186615
PMT0013454,BIL0014573,9094-AZPHK,2026-08-12 16:45:00,177.18,Bank transfer (automatic),BillDesk,SUCCESS,TXN918675910
PMT0013455,BIL0014574,3649-JPUGY,2026-08-09 17:38:00,45.55,Net Banking,Paytm,SUCCESS,TXN657662706
PMT0013456,BIL0014575,4472-LVYGI,2026-08-12 14:49:00,239.01,UPI,BillDesk,SUCCESS,TXN445633676
PMT0013457,BIL0014576,8372-JUXUI,2026-08-03 14:55:00,117.23,Debit Card,Razorpay,SUCCESS,TXN223183935
PMT0013458,BIL0014577,3552-CTCYF,2026-08-11 09:02:00,300.66,Bank transfer (automatic),Stripe,SUCCESS,TXN423007905
PMT0013459,BIL0014579,0388-EOPEX,2026-08-11 08:07:00,146.79,Net Banking,Razorpay,FAILED,TXN188868853
PMT0013460,BIL0014580,5756-OZRIO,2026-08-12 20:49:00,193.58,Net Banking,Razorpay,SUCCESS,TXN561651982
PMT0013461,BIL0014581,6579-JPICP,2026-08-02 19:31:00,201.07,Net Banking,PhonePe,SUCCESS,TXN470319339
PMT0013462,BIL0014582,8205-OTCHB,2026-08-03 08:25:00,228.63,Bank transfer (automatic),Razorpay,SUCCESS,TXN558477455
PMT0013463,BIL0014583,4134-BSXLX,2026-08-09 12:14:00,219.36,Mailed check,PhonePe,SUCCESS,TXN345295549
PMT0013464,BIL0014584,0505-SPOOW,2026-08-13 16:03:00,0.0,Credit Card,BillDesk,SUCCESS,TXN130838684
PMT0013465,BIL0014585,6235-VDHOM,2026-08-13 11:13:00,33.57,UPI,Paytm,SUCCESS,TXN266514193
PMT0013466,BIL0014586,7783-YKGDV,2026-08-03 19:30:00,235.65,Credit Card,Stripe,SUCCESS,TXN958564047
PMT0013467,BIL0014587,4374-YMUSQ,2026-08-13 22:06:00,78.17,UPI,Paytm,FAILED,TXN761285261
PMT0013468,BIL0014588,4513-CXYIX,2026-08-12 21:02:00,36.23,Mailed check,PhonePe,SUCCESS,TXN109834125
PMT0013469,BIL0014589,3957-HHLMR,2026-08-15 19:14:00,76.94,Debit Card,PhonePe,SUCCESS,TXN546370492
PMT0013470,BIL0014590,7803-XOCCZ,2026-08-04 21:48:00,69.68,Credit Card,PhonePe,SUCCESS,TXN577884893
PMT0013471,BIL0014591,5736-YEJAX,2026-08-03 20:47:00,241.25,UPI,Stripe,SUCCESS,TXN876419016
PMT0013472,BIL0014592,5609-CEBID,2026-08-08 10:37:00,258.54,Mailed check,BillDesk,SUCCESS,TXN365306383
PMT0013473,BIL0014593,8981-FJGLA,2026-08-15 19:38:00,269.04,UPI,Stripe,SUCCESS,TXN367181534
PMT0013474,BIL0014594,7218-HKQFK,2026-08-02 16:04:00,111.16,UPI,Razorpay,SUCCESS,TXN242023932
PMT0013475,BIL0014595,4636-QRJKY,2026-08-14 12:11:00,153.99,Electronic check,PhonePe,SUCCESS,TXN506385074
PMT0013476,BIL0014596,1135-LMECX,2026-08-13 10:33:00,23.42,Bank transfer (automatic),PhonePe,FAILED,TXN978579316
PMT0013477,BIL0014597,4332-MUOEZ,2026-08-09 15:18:00,81.77,Electronic check,PhonePe,SUCCESS,TXN667548467
PMT0013478,BIL0014598,8535-SFUTN,2026-08-12 12:45:00,125.61,Electronic check,PhonePe,SUCCESS,TXN364751111
PMT0013479,BIL0014599,5956-VKDTT,2026-08-04 22:32:00,146.73,Bank transfer (automatic),BillDesk,FAILED,TXN916306805
PMT0013480,BIL0014600,8677-HDZEE,2026-08-12 12:38:00,124.43,UPI,Razorpay,SUCCESS,TXN953668908
PMT0013481,BIL0014601,2475-MROZF,2026-08-12 21:13:00,112.1,Mailed check,Razorpay,SUCCESS,TXN289047177
PMT0013482,BIL0014602,9412-GHEEC,2026-08-08 15:09:00,271.16,Credit Card,Razorpay,FAILED,TXN420338189
PMT0013483,BIL0014603,3482-ABPKK,2026-08-13 15:34:00,182.07,Credit Card,BillDesk,SUCCESS,TXN248953208
PMT0013484,BIL0014604,6705-LXORM,2026-08-14 11:00:00,82.66,Bank transfer (automatic),Razorpay,SUCCESS,TXN583363428
PMT0013485,BIL0014607,5174-ITUMV,2026-08-05 08:36:00,242.37,Debit Card,Paytm,SUCCESS,TXN683357707
PMT0013486,BIL0014608,4109-CYRBD,2026-08-05 12:43:00,178.89,Debit Card,Paytm,SUCCESS,TXN965684572
PMT0013487,BIL0014609,0913-XWSCN,2026-08-14 20:54:00,159.89,Mailed check,Razorpay,FAILED,TXN575626614
PMT0013488,BIL0014610,6825-UYPFK,2026-08-15 13:10:00,59.71,Net Banking,Stripe,SUCCESS,TXN767785195
PMT0013489,BIL0014612,0750-EBAIU,2026-08-14 18:49:00,225.67,Credit Card,Razorpay,SUCCESS,TXN364537803
PMT0013490,BIL0014613,8606-CIQUL,2026-08-05 11:19:00,284.09,Electronic check,BillDesk,SUCCESS,TXN378559451
PMT0013491,BIL0014614,3571-DPYUH,2026-08-15 10:55:00,111.75,Bank transfer (automatic),PhonePe,SUCCESS,TXN321552589
PMT0013492,BIL0014615,7601-GNDYK,2026-08-12 11:07:00,23.13,Bank transfer (automatic),Stripe,SUCCESS,TXN254692210
PMT0013493,BIL0014616,0356-OBMAC,2026-08-07 13:44:00,88.38,Bank transfer (automatic),PhonePe,SUCCESS,TXN668959853
PMT0013494,BIL0014617,8067-NIOYM,2026-08-05 20:42:00,24.9,Debit Card,Stripe,SUCCESS,TXN132234095
PMT0013495,BIL0014618,1403-GYAFU,2026-08-07 09:32:00,82.66,Net Banking,Paytm,SUCCESS,TXN950541238
PMT0013496,BIL0014619,4234-XTNEA,2026-08-06 15:09:00,64.84,Electronic check,BillDesk,FAILED,TXN645687938
PMT0013497,BIL0014620,1297-VQDRP,2026-08-08 20:26:00,126.44,UPI,Stripe,SUCCESS,TXN905297659
PMT0013498,BIL0014621,9282-IZGQK,2026-08-04 08:46:00,247.8,UPI,Paytm,SUCCESS,TXN363342434
PMT0013499,BIL0014622,5348-CAGXB,2026-08-11 21:10:00,105.67,Bank transfer (automatic),Razorpay,SUCCESS,TXN504143774
PMT0013500,BIL0014624,5844-QVTAT,2026-08-07 19:01:00,245.97,Bank transfer (automatic),Razorpay,FAILED,TXN279273263
PMT0013501,BIL0014625,8905-IAZPF,2026-08-14 09:07:00,112.87,Credit Card,Razorpay,SUCCESS,TXN553651135
PMT0013502,BIL0014626,5394-MEITZ,2026-08-04 08:07:00,36.11,UPI,Stripe,SUCCESS,TXN554177280
PMT0013503,BIL0014627,6859-QNXIQ,2026-08-14 10:53:00,103.96,UPI,PhonePe,SUCCESS,TXN260595211
PMT0013504,BIL0014628,2782-LFZVW,2026-08-12 12:45:00,10.56,Bank transfer (automatic),BillDesk,SUCCESS,TXN587216297
PMT0013505,BIL0014629,2866-IKBTM,2026-08-02 08:06:00,141.07,Electronic check,BillDesk,SUCCESS,TXN147795207
PMT0013506,BIL0014630,1342-JPNKI,2026-08-02 22:42:00,42.54,Net Banking,PhonePe,SUCCESS,TXN829738777
PMT0013507,BIL0014631,2817-NTQDO,2026-08-10 22:42:00,171.75,Mailed check,PhonePe,SUCCESS,TXN922919286
PMT0013508,BIL0014633,6986-IJDHX,2026-08-13 16:18:00,219.83,Credit Card,BillDesk,SUCCESS,TXN431206473
PMT0013509,BIL0014634,2560-PPCHE,2026-08-10 11:56:00,123.96,Net Banking,Razorpay,SUCCESS,TXN754770590
PMT0013510,BIL0014635,4676-MQUEA,2026-08-04 11:13:00,90.74,Credit Card,Razorpay,SUCCESS,TXN815330261
PMT0013511,BIL0014636,8138-EALND,2026-08-14 12:25:00,23.3,Mailed check,BillDesk,SUCCESS,TXN282570435
PMT0013512,BIL0014637,3580-HYCSP,2026-08-08 13:48:00,130.15,Net Banking,BillDesk,SUCCESS,TXN769572436
PMT0013513,BIL0014638,1352-HNSAW,2026-08-10 21:53:00,136.41,Credit Card,Stripe,SUCCESS,TXN566417050
PMT0013514,BIL0014639,2075-PUEPR,2026-08-10 14:55:00,22.83,Debit Card,Stripe,SUCCESS,TXN233014652
PMT0013515,BIL0014640,1982-FEBTD,2026-08-05 18:14:00,207.21,Bank transfer (automatic),Stripe,SUCCESS,TXN464655467
PMT0013516,BIL0014641,5301-GAUUY,2026-08-05 12:32:00,153.81,Mailed check,Paytm,SUCCESS,TXN366684268
PMT0013517,BIL0014642,5791-KAJFD,2026-08-15 16:48:00,258.13,Mailed check,PhonePe,SUCCESS,TXN708197916
PMT0013518,BIL0014643,2654-VBVPB,2026-08-10 19:10:00,23.48,Debit Card,Paytm,SUCCESS,TXN153569384
PMT0013519,BIL0014644,1154-HYWWO,2026-08-15 18:23:00,230.81,Credit Card,Paytm,SUCCESS,TXN269370880
PMT0013520,BIL0014645,2501-XWWTZ,2026-08-02 17:16:00,23.84,Debit Card,Razorpay,SUCCESS,TXN142348461
PMT0013521,BIL0014646,3716-UVSPD,2026-08-07 20:04:00,176.17,Credit Card,Razorpay,SUCCESS,TXN247227241
PMT0013522,BIL0014647,6815-ABQFQ,2026-08-14 20:20:00,303.55,Debit Card,PhonePe,SUCCESS,TXN665587471
PMT0013523,BIL0014648,7343-EOBEU,2026-08-07 17:04:00,27.85,Bank transfer (automatic),PhonePe,SUCCESS,TXN634472341
PMT0013524,BIL0014649,3701-SFMUH,2026-08-07 19:01:00,200.25,Net Banking,Stripe,SUCCESS,TXN485083512
PMT0013525,BIL0014652,5846-NEQVZ,2026-08-14 09:12:00,83.6,Mailed check,Razorpay,SUCCESS,TXN971245191
PMT0013526,BIL0014653,6967-QIQRV,2026-08-03 20:58:00,120.24,Net Banking,Stripe,SUCCESS,TXN418272256
PMT0013527,BIL0014654,5781-RFZRP,2026-08-13 10:17:00,145.73,Mailed check,PhonePe,FAILED,TXN526922605
PMT0013528,BIL0014655,0939-YAPAF,2026-08-07 16:02:00,59.29,Debit Card,PhonePe,SUCCESS,TXN921199463
PMT0013529,BIL0014656,0308-IVGOK,2026-08-03 10:03:00,165.67,Electronic check,PhonePe,SUCCESS,TXN285160175
PMT0013530,BIL0014657,7293-LSCDV,2026-08-12 20:51:00,22.71,UPI,Razorpay,SUCCESS,TXN161750558
PMT0013531,BIL0014658,7025-WCBNE,2026-08-11 08:53:00,11.33,UPI,Stripe,SUCCESS,TXN730292033
PMT0013532,BIL0014660,4710-FDUIZ,2026-08-13 13:18:00,88.85,UPI,PhonePe,SUCCESS,TXN808068046
PMT0013533,BIL0014661,6030-REHUX,2026-08-04 12:17:00,189.8,Mailed check,PhonePe,SUCCESS,TXN225030743
PMT0013534,BIL0014662,9548-LIGTA,2026-08-15 09:27:00,36.64,Net Banking,Razorpay,SUCCESS,TXN896463545
PMT0013535,BIL0014663,5150-LJNSR,2026-08-11 13:16:00,115.7,Credit Card,Paytm,SUCCESS,TXN437117646
PMT0013536,BIL0014664,8270-RKSAP,2026-08-06 19:14:00,171.69,Bank transfer (automatic),BillDesk,SUCCESS,TXN742056562
PMT0013537,BIL0014665,6522-YRBXD,2026-08-08 11:05:00,229.57,Debit Card,Paytm,FAILED,TXN508695610
PMT0013538,BIL0014666,2640-LYMOV,2026-08-11 16:27:00,111.69,Mailed check,BillDesk,SUCCESS,TXN946485558
PMT0013539,BIL0014669,2865-TCHJW,2026-08-08 20:57:00,105.26,Mailed check,PhonePe,SUCCESS,TXN562246985
PMT0013540,BIL0014670,1423-BMPBQ,2026-08-11 19:09:00,0.0,Electronic check,PhonePe,SUCCESS,TXN496131159
PMT0013541,BIL0014671,2393-DIVAI,2026-08-03 16:26:00,0.0,Electronic check,BillDesk,SUCCESS,TXN159243323
PMT0013542,BIL0014672,5192-EBGOV,2026-08-15 21:55:00,219.13,Net Banking,Razorpay,SUCCESS,TXN189983946
PMT0013543,BIL0014673,4568-KNYWR,2026-08-08 18:30:00,15.63,Net Banking,Stripe,SUCCESS,TXN824680440
PMT0013544,BIL0014674,8752-IMQOS,2026-08-14 10:55:00,23.72,Mailed check,PhonePe,SUCCESS,TXN947312065
PMT0013545,BIL0014675,0742-LAFQK,2026-08-02 13:12:00,176.0,UPI,Stripe,SUCCESS,TXN780623261
PMT0013546,BIL0014676,0795-LAFGP,2026-08-02 18:06:00,224.67,UPI,PhonePe,SUCCESS,TXN177873790
PMT0013547,BIL0014677,0619-OLYUR,2026-08-03 12:02:00,73.04,Bank transfer (automatic),Stripe,SUCCESS,TXN318828883
PMT0013548,BIL0014678,5512-IDZEI,2026-08-05 21:47:00,0.0,Mailed check,PhonePe,SUCCESS,TXN947321305
PMT0013549,BIL0014679,0459-SPZHJ,2026-08-05 16:08:00,216.53,Credit Card,Razorpay,SUCCESS,TXN953285921
PMT0013550,BIL0014680,0215-BQKGS,2026-08-10 15:27:00,217.47,Debit Card,Razorpay,SUCCESS,TXN403084501
PMT0013551,BIL0014681,9244-ZVAPM,2026-08-05 19:28:00,53.81,Mailed check,BillDesk,SUCCESS,TXN939120090
PMT0013552,BIL0014682,0719-SYFRB,2026-08-06 09:19:00,43.25,Net Banking,BillDesk,SUCCESS,TXN332703361
PMT0013553,BIL0014683,8208-EUMTE,2026-08-13 12:51:00,5.72,Net Banking,PhonePe,SUCCESS,TXN655580668
PMT0013554,BIL0014684,5172-MIGPM,2026-08-10 15:56:00,136.35,Bank transfer (automatic),Stripe,SUCCESS,TXN430862451
PMT0013555,BIL0014685,1710-RCXUS,2026-08-12 22:18:00,283.61,Debit Card,Stripe,SUCCESS,TXN561703499
PMT0013556,BIL0014686,0374-FIUCA,2026-08-09 20:35:00,0.0,UPI,Stripe,SUCCESS,TXN939598896
PMT0013557,BIL0014687,5839-SUYVZ,2026-08-07 11:58:00,87.97,Credit Card,Paytm,SUCCESS,TXN993784810
PMT0013558,BIL0014689,1096-ADRUX,2026-08-12 11:05:00,87.62,Bank transfer (automatic),PhonePe,SUCCESS,TXN866478127
PMT0013559,BIL0014690,2001-MCUUW,2026-08-05 08:00:00,128.21,Bank transfer (automatic),Razorpay,SUCCESS,TXN188841204
PMT0013560,BIL0014691,2731-GJRDG,2026-08-05 08:05:00,247.27,UPI,Razorpay,SUCCESS,TXN155035559
PMT0013561,BIL0014692,4723-BEGSG,2026-08-13 14:21:00,249.75,Electronic check,Stripe,SUCCESS,TXN967363863
PMT0013562,BIL0014693,6516-NKQBO,2026-08-08 21:22:00,95.58,Electronic check,PhonePe,SUCCESS,TXN518516441
PMT0013563,BIL0014695,8207-DMRVL,2026-08-10 12:51:00,105.67,Mailed check,PhonePe,SUCCESS,TXN162140071
PMT0013564,BIL0014696,3419-SNJJD,2026-08-08 15:41:00,212.7,Net Banking,Paytm,SUCCESS,TXN384398019
PMT0013565,BIL0014697,6543-CPZMK,2026-08-12 14:03:00,153.34,Bank transfer (automatic),BillDesk,SUCCESS,TXN762149223
PMT0013566,BIL0014698,4765-OXPPD,2026-08-02 21:47:00,76.7,UPI,Razorpay,SUCCESS,TXN815539510
PMT0013567,BIL0014699,2804-ETQDK,2026-08-10 22:43:00,142.25,UPI,Razorpay,SUCCESS,TXN167222741
PMT0013568,BIL0014700,6689-VRRTK,2026-08-13 14:17:00,247.56,Net Banking,BillDesk,SUCCESS,TXN160515399
PMT0013569,BIL0014701,7138-GIRSH,2026-08-09 14:49:00,200.01,Electronic check,Razorpay,SUCCESS,TXN208493672
PMT0013570,BIL0014703,6464-KEXXH,2026-08-11 14:21:00,29.79,Net Banking,PhonePe,SUCCESS,TXN153074325
PMT0013571,BIL0014704,7134-MJPDY,2026-08-04 15:46:00,239.36,Mailed check,Paytm,SUCCESS,TXN955541738
PMT0013572,BIL0014705,5240-CAOYT,2026-08-10 17:29:00,221.31,Mailed check,Razorpay,SUCCESS,TXN218877773
PMT0013573,BIL0014706,4059-IIEBK,2026-08-14 16:49:00,92.69,Debit Card,BillDesk,SUCCESS,TXN593002818
PMT0013574,BIL0014708,0516-UXRMT,2026-08-02 11:47:00,108.62,UPI,Stripe,SUCCESS,TXN643022648
PMT0013575,BIL0014709,4851-BQDNX,2026-08-11 11:14:00,100.36,Bank transfer (automatic),PhonePe,SUCCESS,TXN306056996
PMT0013576,BIL0014710,5148-HKFIR,2026-08-09 09:03:00,23.25,Electronic check,PhonePe,SUCCESS,TXN573205609
PMT0013577,BIL0014711,1009-IRMNA,2026-08-14 18:21:00,23.6,Bank transfer (automatic),Razorpay,SUCCESS,TXN131182721
PMT0013578,BIL0014712,3003-CMDUU,2026-08-14 21:17:00,112.28,Mailed check,Razorpay,SUCCESS,TXN722099627
PMT0013579,BIL0014713,5016-IBERQ,2026-08-03 19:12:00,158.41,Debit Card,Stripe,SUCCESS,TXN147598130
PMT0013580,BIL0014714,6797-UCJHZ,2026-08-15 15:05:00,123.43,Bank transfer (automatic),Razorpay,SUCCESS,TXN592248536
PMT0013581,BIL0014715,2469-DTSGX,2026-08-14 16:35:00,72.75,Net Banking,BillDesk,SUCCESS,TXN467700142
PMT0013582,BIL0014716,4554-YGZIH,2026-08-10 12:48:00,165.26,Credit Card,PhonePe,SUCCESS,TXN989193544
PMT0013583,BIL0014717,5099-BAILX,2026-08-03 22:58:00,101.18,Credit Card,PhonePe,SUCCESS,TXN702345711
PMT0013584,BIL0014718,9931-KGHOA,2026-08-15 21:06:00,64.9,UPI,BillDesk,SUCCESS,TXN743013557
PMT0013585,BIL0014719,1775-KWJKQ,2026-08-03 12:41:00,106.02,Debit Card,PhonePe,SUCCESS,TXN183629914
PMT0013586,BIL0014720,7665-VIGUD,2026-08-02 15:20:00,83.01,UPI,Stripe,SUCCESS,TXN277203007
PMT0013587,BIL0014721,9411-TPQQV,2026-08-05 15:49:00,5.37,UPI,BillDesk,SUCCESS,TXN403811884
PMT0013588,BIL0014722,7207-RMRDB,2026-08-15 14:02:00,124.49,Bank transfer (automatic),Razorpay,SUCCESS,TXN195562540
PMT0013589,BIL0014723,7954-MLBUN,2026-08-07 12:20:00,87.85,Bank transfer (automatic),BillDesk,SUCCESS,TXN517811373
PMT0013590,BIL0014724,2077-DDHJK,2026-08-10 16:32:00,260.66,Debit Card,Stripe,SUCCESS,TXN425222261
PMT0013591,BIL0014725,4913-EHYUI,2026-08-10 09:15:00,241.37,Bank transfer (automatic),PhonePe,SUCCESS,TXN322718364
PMT0013592,BIL0014726,0195-IESCP,2026-08-08 15:42:00,71.09,Debit Card,BillDesk,SUCCESS,TXN741650184
PMT0013593,BIL0014727,9574-BOSMD,2026-08-07 08:52:00,0.0,UPI,PhonePe,SUCCESS,TXN265133431
PMT0013594,BIL0014728,4580-TMHJU,2026-08-07 10:45:00,125.26,Net Banking,Razorpay,SUCCESS,TXN410281510
PMT0013595,BIL0014729,0970-ETWGE,2026-08-06 22:02:00,105.67,UPI,Razorpay,SUCCESS,TXN777780414
PMT0013596,BIL0014730,4908-XAXAY,2026-08-02 20:02:00,283.02,Mailed check,Paytm,SUCCESS,TXN768964124
PMT0013597,BIL0014731,8404-VLQFB,2026-08-12 17:10:00,59.29,Net Banking,BillDesk,SUCCESS,TXN570175844
PMT0013598,BIL0014732,1626-ERCMM,2026-08-11 13:32:00,111.57,Net Banking,Paytm,SUCCESS,TXN760925189
PMT0013599,BIL0014733,0887-HJGAR,2026-08-12 10:16:00,112.93,UPI,BillDesk,SUCCESS,TXN882950893
PMT0013600,BIL0014734,2391-IPLOP,2026-08-10 11:33:00,23.19,UPI,PhonePe,SUCCESS,TXN702539004
PMT0013601,BIL0014736,3509-GWQGF,2026-08-10 10:49:00,200.6,Net Banking,Razorpay,SUCCESS,TXN849549275
PMT0013602,BIL0014737,9576-ANLXO,2026-08-14 16:00:00,259.07,Credit Card,Stripe,SUCCESS,TXN874760650
PMT0013603,BIL0014738,2024-BASKD,2026-08-03 15:49:00,206.03,Credit Card,BillDesk,SUCCESS,TXN141703110
PMT0013604,BIL0014739,5845-BZZIB,2026-08-12 08:57:00,23.72,Net Banking,Razorpay,SUCCESS,TXN741819276
PMT0013605,BIL0014740,1140-UKVZG,2026-08-10 09:42:00,0.0,Net Banking,BillDesk,SUCCESS,TXN869893777
PMT0013606,BIL0014742,5183-SNMJQ,2026-08-07 22:03:00,171.22,UPI,PhonePe,FAILED,TXN584876391
PMT0013607,BIL0014743,8100-PNJMH,2026-08-13 19:32:00,45.84,UPI,Razorpay,FAILED,TXN440927489
